snapshot_date,account_id,arr_usd,active_subscription_lines
2025-09-30,A1066,110401.64,3
2025-09-30,A1067,46005.46,3
2025-09-30,A1068,97636.38,2
2025-09-30,A1070,6482.0,1
2025-09-30,A1071,18291.0,1
2025-09-30,A1072,17338.49632116,2
2025-09-30,A1074,101590.02686364,4
2025-09-30,A1076,43177.94877,2
2025-09-30,A1077,87800.0,1
2025-09-30,A1078,23688.0,1
2025-09-30,A1080,180472.83,3
2025-09-30,A1081,13692.0,1
2025-09-30,A1084,35400.0,1
2025-09-30,A1087,188278.7,4
2025-09-30,A1088,38948.29286120999,2
2025-09-30,A1089,3260.6912318,3
2025-09-30,A1090,2670.33,1
2025-09-30,A1093,11424.0,2
2025-09-30,A1097,9925.46,2
2025-09-30,A1098,494600.0,1
2025-09-30,A1099,438735.73295763007,2
2025-09-30,A1101,214039.56840000002,1
2025-09-30,A1102,75101.06,2
2025-09-30,A1104,9192.439999999999,2
2025-09-30,A1108,11495.49,2
2025-09-30,A1110,37952.5293244,2
2025-09-30,A1111,538823.25673331,4
2025-09-30,A1117,10296.39,2
2025-09-30,A1119,51744.0,1
2025-09-30,A1121,21462.0,1
2025-09-30,A1122,25000.0,1
2025-09-30,A1123,52311.16617104,4
2025-09-30,A1124,185080.34,3
2025-09-30,A1125,88536.0,2
2025-09-30,A1128,115364.83,4
2025-09-30,A1129,89651.01000000001,2
2025-09-30,A1130,476123.72000000003,2
2025-09-30,A1131,147538.55,2
2025-09-30,A1133,33106.4793786,3
2025-09-30,A1134,83497.87459696,2
2025-09-30,A1136,37600.0,4
2025-09-30,A1137,320566.67,2
2025-09-30,A1138,150176.53,2
2025-09-30,A1139,61281.3759,1
2025-09-30,A1142,86289.0,1
2025-09-30,A1143,140070.0,1
2025-09-30,A1144,5698.85,2
2025-09-30,A1145,37397.83,3
2025-09-30,A1147,29134.81310668,4
2025-09-30,A1148,12088.67,2
2025-09-30,A1150,258437.47614413,2
2025-09-30,A1151,55453.56564762,3
2025-09-30,A1154,85709.42565024001,3
2025-09-30,A1156,198627.36,2
2025-09-30,A1157,4219.3243316,2
2025-09-30,A1159,156862.0,1
2025-09-30,A1160,194066.66999999998,2
2025-09-30,A1163,52355.95,2
2025-09-30,A1164,20803.329999999998,2
2025-09-30,A1166,267709.6314872,3
2025-09-30,A1168,21840.0,1
2025-09-30,A1169,160000.0,1
2025-09-30,A1170,197997.91,3
2025-09-30,A1171,21126.0,1
2025-09-30,A1174,48471.0,1
2025-09-30,A1175,6906.55,2
2025-09-30,A1178,121253.70000000001,3
2025-09-30,A1179,143296.16999999998,2
2025-09-30,A1183,132002.3495826,3
2025-09-30,A1184,258768.3,3
2025-09-30,A1186,45399.11,3
2025-09-30,A1187,50204.53,3
2025-09-30,A1188,415403.56,2
2025-09-30,A1189,65300.0,1
2025-09-30,A1190,230313.97202373,2
2025-09-30,A1193,10349.9305808,3
2025-09-30,A1195,384361.37,4
2025-09-30,A1196,618415.8903532401,4
2025-09-30,A1198,29757.0,1
2025-09-30,A1200,16523.28077792,2
2025-09-30,A1201,8633.25178988,2
2025-09-30,A1202,400181.45999999996,3
2025-09-30,A1203,30884.84,2
2025-09-30,A1204,18732.0,1
2025-09-30,A1206,258214.74,4
2025-09-30,A1207,13455.0,1
2025-09-30,A1208,43226.56,2
2025-09-30,A1209,74062.50362196,2
2025-09-30,A1210,12764.114664,1
2025-09-30,A1211,2130.1766411999997,4
2025-09-30,A1212,29832.519999999997,2
2025-09-30,A1213,214756.72000000003,2
2025-09-30,A1215,368856.83,4
2025-09-30,A1217,6909.46,2
2025-09-30,A1219,78474.1,4
2025-09-30,A1221,282485.67896444,3
2025-09-30,A1222,51816.81497422,2
2025-09-30,A1224,35123.64,4
2025-09-30,A1225,21404.0,2
2025-09-30,A1226,3313.8847408,2
2025-09-30,A1227,18850.0,1
2025-09-30,A1228,25159.449999999997,2
2025-09-30,A1229,74500.0,1
2025-09-30,A1232,73609.2,1
2025-09-30,A1233,134961.88,4
2025-09-30,A1235,2649.9179999999997,1
2025-09-30,A1236,39097.630000000005,3
2025-09-30,A1237,186790.92587757,3
2025-09-30,A1240,12586.16,2
2025-09-30,A1244,23283.66,4
2025-09-30,A1245,32184.21928975,4
2025-09-30,A1246,143695.6289317,2
2025-09-30,A1248,65940.0,1
2025-09-30,A1250,193046.56,2
2025-09-30,A1251,69061.64714652,4
2025-09-30,A1256,18992.1862138,2
2025-09-30,A1258,2520.0,1
2025-09-30,A1261,73233.28,2
2025-09-30,A1263,237994.56,2
2025-09-30,A1264,156607.56135968,3
2025-09-30,A1266,86444.25,2
2025-09-30,A1270,56955.739940190004,2
2025-09-30,A1271,122056.03,3
2025-09-30,A1272,8316.0,1
2025-09-30,A1273,26883.12,1
2025-09-30,A1274,143110.34366512,2
2025-09-30,A1276,9834.29189371,1
2025-09-30,A1277,6750.0,1
2025-09-30,A1278,3695.9469120000003,1
2025-09-30,A1279,25242.0,2
2025-09-30,A1282,24570.0,1
2025-09-30,A1283,11886.0,2
2025-09-30,A1286,305800.0,2
2025-09-30,A1289,15108.81965936,2
2025-09-30,A1291,3660.95,2
2025-09-30,A1293,27709.2845696,2
2025-09-30,A1295,3443.08,1
2025-09-30,A1296,252869.94,2
2025-09-30,A1297,131400.0,1
2025-09-30,A1298,63237.326805200006,2
2025-09-30,A1302,26507.03990153,2
2025-09-30,A1303,67421.47,3
2025-09-30,A1305,78500.0,1
2025-09-30,A1306,587365.94,4
2025-09-30,A1307,467553.55999999994,2
2025-09-30,A1308,11133.764,1
2025-09-30,A1310,67872.0,2
2025-09-30,A1312,61672.80667799999,2
2025-09-30,A1313,87700.0,1
2025-09-30,A1314,95800.0,1
2025-09-30,A1315,420649.87,4
2025-09-30,A1316,41000.0,1
2025-09-30,A1319,223590.63,3
2025-09-30,A1320,39800.0,1
2025-09-30,A1322,4666.4400000000005,2
2025-09-30,A1323,118370.03866443,4
2025-09-30,A1326,338633.13,3
2025-09-30,A1329,114030.0,1
2025-09-30,A1330,293331.09,3
2025-09-30,A1333,24230.43,3
2025-09-30,A1335,159700.0,1
2025-09-30,A1336,6175.036302750001,2
2025-09-30,A1337,132804.0,1
2025-09-30,A1343,166889.47,3
2025-09-30,A1344,55819.32,3
2025-09-30,A1346,39446.7,2
2025-09-30,A1349,60705.0,4
2025-09-30,A1353,281916.58936,1
2025-09-30,A1354,14793.830982000001,3
2025-09-30,A1355,6937.54,1
2025-09-30,A1356,35332.24,1
2025-09-30,A1357,30239.447616,1
2025-09-30,A1358,14519.2725322,2
2025-09-30,A1359,9843.67125962,2
2025-09-30,A1361,10974.439999999999,2
2025-09-30,A1362,77931.73000000001,2
2025-09-30,A1363,8549.447102,1
2025-09-30,A1365,14407.562904,2
2025-09-30,A1366,117965.73,4
2025-09-30,A1368,129907.31,2
2025-09-30,A1370,44210.0,3
2025-09-30,A1372,184306.39,4
2025-09-30,A1375,464851.30999667,2
2025-09-30,A1378,180830.0,1
2025-09-30,A1384,96076.4,2
2025-09-30,A1385,18921.760000000002,3
2025-09-30,A1386,56256.22454144001,2
2025-09-30,A1392,14101.07988085,2
2025-09-30,A1393,143023.25,4
2025-09-30,A1394,36046.75,2
2025-09-30,A1395,246310.26617256997,4
2025-09-30,A1396,23065.4,2
2025-09-30,A1397,20409.09,2
2025-09-30,A1398,4941.01146,1
2025-09-30,A1399,35208.5,4
2025-09-30,A1400,189699.91999999998,2
2025-09-30,A1401,2675.4681396,3
2025-09-30,A1403,9072.0,1
2025-09-30,A1404,190500.0,1
2025-09-30,A1407,24642.300289400002,4
2025-09-30,A1410,121694.52,3
2025-09-30,A1412,419529.96793846,2
2025-09-30,A1413,6132.0,1
2025-09-30,A1414,110004.14,4
2025-09-30,A1415,10689.0,1
2025-09-30,A1416,35683.915485330006,3
2025-09-30,A1417,156633.33,1
2025-09-30,A1418,6834.43857033,1
2025-09-30,A1419,5856.6536146,3
2025-10-31,A1000,26964.0,1
2025-10-31,A1005,16506.0,1
2025-10-31,A1007,3052.0,1
2025-10-31,A1009,561669.0,2
2025-10-31,A1010,22002.749224400002,1
2025-10-31,A1014,27944.799070740002,4
2025-10-31,A1016,17256.556696,2
2025-10-31,A1017,9024.668,1
2025-10-31,A1019,11556.0,1
2025-10-31,A1021,10674.07359318,2
2025-10-31,A1022,40222.5465116,4
2025-10-31,A1024,170577.27000000002,2
2025-10-31,A1026,16870.93,2
2025-10-31,A1027,11312.0,1
2025-10-31,A1028,348600.82999999996,4
2025-10-31,A1029,202086.5551152,1
2025-10-31,A1031,280246.0168096,4
2025-10-31,A1032,105391.31,2
2025-10-31,A1033,77500.0,1
2025-10-31,A1034,41459.020000000004,2
2025-10-31,A1035,155111.83,2
2025-10-31,A1037,168397.83,3
2025-10-31,A1039,12373.05,1
2025-10-31,A1040,121142.0,4
2025-10-31,A1041,15207.0,3
2025-10-31,A1043,9444.42,1
2025-10-31,A1044,10878.0,1
2025-10-31,A1046,24206.219999999998,2
2025-10-31,A1048,30592.18,2
2025-10-31,A1050,8034.9347592,1
2025-10-31,A1051,111389.14,4
2025-10-31,A1052,101500.0,2
2025-10-31,A1053,7374.360000000001,2
2025-10-31,A1054,124983.42120000001,1
2025-10-31,A1055,13287.505392980001,2
2025-10-31,A1057,153174.0,1
2025-10-31,A1060,40330.24,1
2025-10-31,A1061,20265.54,2
2025-10-31,A1062,26058.940000000002,2
2025-10-31,A1064,20300.0,1
2025-10-31,A1066,110401.64,3
2025-10-31,A1067,46005.46,3
2025-10-31,A1068,97636.38,2
2025-10-31,A1070,6482.0,1
2025-10-31,A1071,18291.0,1
2025-10-31,A1072,17271.4459752,2
2025-10-31,A1074,101197.1642808,4
2025-10-31,A1076,43302.803709,2
2025-10-31,A1077,87800.0,1
2025-10-31,A1078,23688.0,1
2025-10-31,A1080,171771.5,3
2025-10-31,A1081,13692.0,1
2025-10-31,A1084,35400.0,1
2025-10-31,A1087,188278.7,4
2025-10-31,A1088,38216.184420599995,2
2025-10-31,A1089,3270.11996606,3
2025-10-31,A1090,2670.33,1
2025-10-31,A1093,11424.0,2
2025-10-31,A1097,9925.46,2
2025-10-31,A1098,494600.0,1
2025-10-31,A1099,430488.8469018,2
2025-10-31,A1101,213211.848,1
2025-10-31,A1102,75101.06,2
2025-10-31,A1104,9192.439999999999,2
2025-10-31,A1108,11495.49,2
2025-10-31,A1110,37239.138183999996,2
2025-10-31,A1111,528695.0322266,4
2025-10-31,A1117,10296.39,2
2025-10-31,A1119,51744.0,1
2025-10-31,A1121,21462.0,1
2025-10-31,A1122,25000.0,1
2025-10-31,A1123,49876.9685248,4
2025-10-31,A1124,185080.34,3
2025-10-31,A1125,88536.0,2
2025-10-31,A1128,115364.83,4
2025-10-31,A1129,89651.01000000001,2
2025-10-31,A1130,476123.72000000003,2
2025-10-31,A1131,147538.55,2
2025-10-31,A1133,33202.211287620004,3
2025-10-31,A1134,81928.3706656,2
2025-10-31,A1136,37600.0,4
2025-10-31,A1137,353830.67,3
2025-10-31,A1138,150176.53,2
2025-10-31,A1139,60129.474,1
2025-10-31,A1142,86289.0,1
2025-10-31,A1143,328020.0,2
2025-10-31,A1144,5698.85,2
2025-10-31,A1145,37397.83,3
2025-10-31,A1147,28587.1679848,4
2025-10-31,A1148,12088.67,2
2025-10-31,A1150,260472.2029954,2
2025-10-31,A1151,54215.60582732,3
2025-10-31,A1154,85377.9755328,3
2025-10-31,A1156,198627.36,2
2025-10-31,A1157,4140.013976,2
2025-10-31,A1159,156862.0,1
2025-10-31,A1160,246860.66999999998,3
2025-10-31,A1163,52355.95,2
2025-10-31,A1164,20803.329999999998,2
2025-10-31,A1166,266674.361584,3
2025-10-31,A1168,21840.0,1
2025-10-31,A1169,160000.0,1
2025-10-31,A1170,197997.91,3
2025-10-31,A1171,21126.0,1
2025-10-31,A1174,48471.0,1
2025-10-31,A1175,6906.55,2
2025-10-31,A1178,121253.70000000001,3
2025-10-31,A1179,143296.16999999998,2
2025-10-31,A1183,131491.878372,3
2025-10-31,A1184,258768.3,3
2025-10-31,A1186,45399.11,3
2025-10-31,A1187,50204.53,3
2025-10-31,A1188,415403.56,2
2025-10-31,A1189,65300.0,1
2025-10-31,A1190,225172.38301878,2
2025-10-31,A1192,122136.0,1
2025-10-31,A1193,10379.85881936,3
2025-10-31,A1195,384361.37,4
2025-10-31,A1196,616024.3911928,4
2025-10-31,A1198,29757.0,1
2025-10-31,A1200,16459.3829824,2
2025-10-31,A1201,33761.031136800004,3
2025-10-31,A1202,400181.45999999996,3
2025-10-31,A1203,30884.84,2
2025-10-31,A1204,68492.73,4
2025-10-31,A1206,269745.28,4
2025-10-31,A1207,13455.0,1
2025-10-31,A1208,43226.56,2
2025-10-31,A1209,73776.09375120001,2
2025-10-31,A1210,12714.75408,1
2025-10-31,A1211,2136.33633804,4
2025-10-31,A1212,29832.519999999997,2
2025-10-31,A1213,214756.72000000003,2
2025-10-31,A1215,368856.83,4
2025-10-31,A1217,6608.54,2
2025-10-31,A1219,78474.1,4
2025-10-31,A1221,281393.2680568,3
2025-10-31,A1222,50842.817789199995,2
2025-10-31,A1224,35123.64,4
2025-10-31,A1225,21404.0,2
2025-10-31,A1226,9986.40298146,4
2025-10-31,A1227,18850.0,1
2025-10-31,A1228,25159.449999999997,2
2025-10-31,A1229,74500.0,1
2025-10-31,A1232,73609.2,1
2025-10-31,A1233,134961.88,4
2025-10-31,A1235,2657.5806000000002,1
2025-10-31,A1236,39097.630000000005,3
2025-10-31,A1237,182620.95667302003,3
2025-10-31,A1240,12586.16,2
2025-10-31,A1244,23283.66,4
2025-10-31,A1245,33146.083963,4
2025-10-31,A1246,170587.107862,3
2025-10-31,A1248,172667.49,3
2025-10-31,A1249,13852.793388,1
2025-10-31,A1250,193046.56,2
2025-10-31,A1251,68794.5762744,4
2025-10-31,A1256,19047.10471546,2
2025-10-31,A1258,2520.0,1
2025-10-31,A1261,73233.28,2
2025-10-31,A1263,237994.56,2
2025-10-31,A1264,153663.8195648,3
2025-10-31,A1266,86444.25,2
2025-10-31,A1270,55684.24519034001,2
2025-10-31,A1271,122056.03,3
2025-10-31,A1272,8316.0,1
2025-10-31,A1273,51283.119999999995,2
2025-10-31,A1274,140420.3081632,2
2025-10-31,A1276,32945.6733706,2
2025-10-31,A1277,6750.0,1
2025-10-31,A1278,3613.437632,1
2025-10-31,A1279,25242.0,2
2025-10-31,A1282,24570.0,1
2025-10-31,A1283,11886.0,2
2025-10-31,A1284,71477.9662656,2
2025-10-31,A1286,305800.0,2
2025-10-31,A1289,15050.3917792,2
2025-10-31,A1291,3660.95,2
2025-10-31,A1293,27789.409752319996,2
2025-10-31,A1295,14883.94,3
2025-10-31,A1296,252869.94,2
2025-10-31,A1297,131400.0,1
2025-10-31,A1298,63420.186176840005,2
2025-10-31,A1302,26008.788855799998,2
2025-10-31,A1303,67421.47,3
2025-10-31,A1305,78500.0,1
2025-10-31,A1306,587365.94,4
2025-10-31,A1307,467553.55999999994,2
2025-10-31,A1308,11165.9588,1
2025-10-31,A1310,67872.0,2
2025-10-31,A1312,60513.54708,2
2025-10-31,A1313,87700.0,1
2025-10-31,A1314,95800.0,1
2025-10-31,A1315,420649.87,4
2025-10-31,A1316,41000.0,1
2025-10-31,A1319,223590.63,3
2025-10-31,A1320,39800.0,1
2025-10-31,A1322,4666.4400000000005,2
2025-10-31,A1323,115727.51513898,4
2025-10-31,A1326,338633.13,3
2025-10-31,A1329,114030.0,1
2025-10-31,A1330,293331.09,3
2025-10-31,A1331,3218.762736,1
2025-10-31,A1333,24230.43,3
2025-10-31,A1335,159700.0,1
2025-10-31,A1336,6037.1831865,2
2025-10-31,A1337,132804.0,1
2025-10-31,A1343,166889.47,3
2025-10-31,A1344,55819.32,3
2025-10-31,A1346,39446.7,2
2025-10-31,A1349,60705.0,4
2025-10-31,A1352,129913.24399999999,1
2025-10-31,A1353,280826.3792,1
2025-10-31,A1354,14463.569652000002,3
2025-10-31,A1355,6937.54,1
2025-10-31,A1356,35434.408,1
2025-10-31,A1357,30122.50752,1
2025-10-31,A1358,14561.25699274,2
2025-10-31,A1359,9658.6404332,2
2025-10-31,A1361,10974.439999999999,2
2025-10-31,A1362,77931.73000000001,2
2025-10-31,A1363,8388.74372,1
2025-10-31,A1365,14351.846880000001,2
2025-10-31,A1366,117965.73,4
2025-10-31,A1368,129907.31,2
2025-10-31,A1370,44210.0,3
2025-10-31,A1372,56399.45,2
2025-10-31,A1375,456113.53119619994,2
2025-10-31,A1378,303130.0,2
2025-10-31,A1382,13724.29464,1
2025-10-31,A1383,41179.79,2
2025-10-31,A1384,96076.4,2
2025-10-31,A1385,18921.760000000002,3
2025-10-31,A1386,59312.8595968,2
2025-10-31,A1392,13836.022830999998,2
2025-10-31,A1393,143023.25,4
2025-10-31,A1394,36046.75,2
2025-10-31,A1395,241680.3886702,4
2025-10-31,A1396,23065.4,2
2025-10-31,A1397,20409.09,2
2025-10-31,A1398,4848.1356,1
2025-10-31,A1399,35208.5,4
2025-10-31,A1400,189699.91999999998,2
2025-10-31,A1401,2683.20462132,3
2025-10-31,A1403,9072.0,1
2025-10-31,A1404,190500.0,1
2025-10-31,A1407,24713.55686798,4
2025-10-31,A1410,121694.52,3
2025-10-31,A1411,4620.0,1
2025-10-31,A1412,411644.09135560005,2
2025-10-31,A1413,6132.0,1
2025-10-31,A1414,110004.14,4
2025-10-31,A1415,10689.0,1
2025-10-31,A1416,34887.298476380005,3
2025-10-31,A1417,156633.33,1
2025-10-31,A1418,6681.864786380001,1
2025-10-31,A1419,5873.58892882,3
2025-11-30,A1000,26964.0,1
2025-11-30,A1005,16506.0,1
2025-11-30,A1007,3052.0,1
2025-11-30,A1009,561669.0,2
2025-11-30,A1010,22539.26254384,1
2025-11-30,A1014,28908.690361620003,4
2025-11-30,A1016,17111.058628,2
2025-11-30,A1017,9244.7248,1
2025-11-30,A1019,11556.0,1
2025-11-30,A1021,10584.07550649,2
2025-11-30,A1022,41203.32994576,4
2025-11-30,A1024,170577.27000000002,2
2025-11-30,A1026,16870.93,2
2025-11-30,A1027,11312.0,1
2025-11-30,A1028,348600.82999999996,4
2025-11-30,A1029,200394.15331866,1
2025-11-30,A1031,277899.05779468,4
2025-11-30,A1032,105391.31,2
2025-11-30,A1033,77500.0,1
2025-11-30,A1034,41459.020000000004,2
2025-11-30,A1035,155111.83,2
2025-11-30,A1037,168397.83,3
2025-11-30,A1039,12373.05,1
2025-11-30,A1040,121142.0,4
2025-11-30,A1041,15207.0,3
2025-11-30,A1043,9674.712,1
2025-11-30,A1044,10878.0,1
2025-11-30,A1046,24206.219999999998,2
2025-11-30,A1048,30592.18,2
2025-11-30,A1050,100947.91219943999,3
2025-11-30,A1051,111389.14,4
2025-11-30,A1052,101500.0,2
2025-11-30,A1053,7374.360000000001,2
2025-11-30,A1054,129294.43560000001,1
2025-11-30,A1055,13175.47224539,2
2025-11-30,A1057,153174.0,1
2025-11-30,A1060,40330.24,1
2025-11-30,A1061,20265.54,2
2025-11-30,A1062,26058.940000000002,2
2025-11-30,A1063,16327.91780756,2
2025-11-30,A1064,20300.0,1
2025-11-30,A1066,110401.64,3
2025-11-30,A1067,46005.46,3
2025-11-30,A1068,97636.38,2
2025-11-30,A1070,6482.0,1
2025-11-30,A1071,18291.0,1
2025-11-30,A1072,17126.80386291,2
2025-11-30,A1074,100349.67463689,4
2025-11-30,A1076,72271.8747995,3
2025-11-30,A1077,87800.0,1
2025-11-30,A1078,23688.0,1
2025-11-30,A1080,171771.5,3
2025-11-30,A1081,13692.0,1
2025-11-30,A1084,35400.0,1
2025-11-30,A1087,188278.7,4
2025-11-30,A1088,39148.04487816,2
2025-11-30,A1089,3242.54806133,3
2025-11-30,A1090,2670.33,1
2025-11-30,A1093,11424.0,2
2025-11-30,A1097,9925.46,2
2025-11-30,A1098,494600.0,1
2025-11-30,A1099,617639.01041936,4
2025-11-30,A1101,211426.2759,1
2025-11-30,A1102,75101.06,2
2025-11-30,A1104,9192.439999999999,2
2025-11-30,A1108,11495.49,2
2025-11-30,A1110,38147.17442239999,2
2025-11-30,A1111,541586.69061976,4
2025-11-30,A1117,10296.39,2
2025-11-30,A1119,51744.0,1
2025-11-30,A1121,21462.0,1
2025-11-30,A1122,25000.0,1
2025-11-30,A1123,49459.26695584,4
2025-11-30,A1124,185080.34,3
2025-11-30,A1125,88536.0,2
2025-11-30,A1127,209850.95308799998,1
2025-11-30,A1128,112443.99,4
2025-11-30,A1129,89651.01000000001,2
2025-11-30,A1130,476123.72000000003,2
2025-11-30,A1131,147538.55,2
2025-11-30,A1133,32922.26797791,3
2025-11-30,A1134,110105.33884816,2
2025-11-30,A1136,37600.0,4
2025-11-30,A1137,353830.67,3
2025-11-30,A1138,150176.53,2
2025-11-30,A1139,61595.666399999995,1
2025-11-30,A1142,86289.0,1
2025-11-30,A1143,328020.0,2
2025-11-30,A1144,5698.85,2
2025-11-30,A1145,37397.83,3
2025-11-30,A1147,29284.23525728,4
2025-11-30,A1148,12088.67,2
2025-11-30,A1150,266823.53685944004,2
2025-11-30,A1151,56085.647911160006,3
2025-11-30,A1154,84662.96587224,3
2025-11-30,A1156,68866.88,1
2025-11-30,A1157,4240.963753599999,2
2025-11-30,A1159,156862.0,1
2025-11-30,A1160,246860.66999999998,3
2025-11-30,A1163,52355.95,2
2025-11-30,A1164,20803.329999999998,2
2025-11-30,A1166,264441.0602722,3
2025-11-30,A1168,21840.0,1
2025-11-30,A1169,160000.0,1
2025-11-30,A1170,197997.91,3
2025-11-30,A1171,21126.0,1
2025-11-30,A1174,48471.0,1
2025-11-30,A1175,6906.55,2
2025-11-30,A1178,121253.70000000001,3
2025-11-30,A1179,95286.6,1
2025-11-30,A1183,130390.68145635001,3
2025-11-30,A1184,258768.3,3
2025-11-30,A1186,48377.12,3
2025-11-30,A1187,50204.53,3
2025-11-30,A1188,260963.38,1
2025-11-30,A1189,58770.0,1
2025-11-30,A1190,232939.18421814003,2
2025-11-30,A1192,259596.29,3
2025-11-30,A1193,11269.80683948,3
2025-11-30,A1195,384361.37,4
2025-11-30,A1196,610865.40975649,4
2025-11-30,A1198,29757.0,1
2025-11-30,A1200,16321.541603920003,2
2025-11-30,A1201,34584.25748448,3
2025-11-30,A1202,400181.45999999996,3
2025-11-30,A1203,30884.84,2
2025-11-30,A1204,68492.73,4
2025-11-30,A1205,52980.94,2
2025-11-30,A1206,269745.28,4
2025-11-30,A1207,13455.0,1
2025-11-30,A1208,43226.56,2
2025-11-30,A1209,73158.24565371001,2
2025-11-30,A1210,12608.272614000001,1
2025-11-30,A1211,2118.32389122,4
2025-11-30,A1212,29832.519999999997,2
2025-11-30,A1213,214756.72000000003,2
2025-11-30,A1215,368856.83,4
2025-11-30,A1217,6608.54,2
2025-11-30,A1219,78474.1,4
2025-11-30,A1221,177712.80368695,2
2025-11-30,A1222,52082.56508911999,2
2025-11-30,A1224,36565.64,4
2025-11-30,A1225,21404.0,2
2025-11-30,A1226,9902.20296603,4
2025-11-30,A1227,18850.0,1
2025-11-30,A1228,25159.449999999997,2
2025-11-30,A1229,74500.0,1
2025-11-30,A1232,73609.2,1
2025-11-30,A1233,134961.88,4
2025-11-30,A1235,2635.1733,1
2025-11-30,A1236,39097.630000000005,3
2025-11-30,A1237,188920.04471525998,3
2025-11-30,A1240,10283.93,2
2025-11-30,A1244,23283.66,4
2025-11-30,A1245,33954.3154868,4
2025-11-30,A1246,122829.30507696,2
2025-11-30,A1248,172667.49,3
2025-11-30,A1249,13735.994034,1
2025-11-30,A1250,193046.56,2
2025-11-30,A1251,68218.44658377,4
2025-11-30,A1254,12849.259999999998,2
2025-11-30,A1256,18886.50970303,2
2025-11-30,A1258,2520.0,1
2025-11-30,A1261,73233.28,2
2025-11-30,A1263,237994.56,2
2025-11-30,A1264,157410.74614528,3
2025-11-30,A1266,86444.25,2
2025-11-30,A1270,57604.94459642,2
2025-11-30,A1271,122056.03,3
2025-11-30,A1272,8316.0,1
2025-11-30,A1273,51283.119999999995,2
2025-11-30,A1274,143844.30599552,2
2025-11-30,A1276,33749.01809816,2
2025-11-30,A1277,6750.0,1
2025-11-30,A1278,3738.0748160000003,1
2025-11-30,A1279,25242.0,2
2025-11-30,A1282,24570.0,1
2025-11-30,A1283,11886.0,2
2025-11-30,A1284,70879.36415448,2
2025-11-30,A1286,305800.0,2
2025-11-30,A1289,14924.350192360002,2
2025-11-30,A1291,3660.95,2
2025-11-30,A1293,27555.10429376,2
2025-11-30,A1295,14883.94,3
2025-11-30,A1296,252869.94,2
2025-11-30,A1297,131400.0,1
2025-11-30,A1298,62885.461044619995,2
2025-11-30,A1302,26642.985132879992,2
2025-11-30,A1303,67421.47,3
2025-11-30,A1305,107480.55,1
2025-11-30,A1306,587365.94,4
2025-11-30,A1307,467553.55999999994,2
2025-11-30,A1308,11071.8134,1
2025-11-30,A1310,67872.0,2
2025-11-30,A1312,61989.10468799999,2
2025-11-30,A1313,87700.0,1
2025-11-30,A1314,95800.0,1
2025-11-30,A1315,420649.87,4
2025-11-30,A1316,41000.0,1
2025-11-30,A1319,223590.63,3
2025-11-30,A1320,48018.0,2
2025-11-30,A1322,4666.4400000000005,2
2025-11-30,A1323,119719.26844074001,4
2025-11-30,A1326,338633.13,3
2025-11-30,A1329,114030.0,1
2025-11-30,A1330,122831.09,2
2025-11-30,A1331,3191.6238479999997,1
2025-11-30,A1333,24230.43,3
2025-11-30,A1335,159700.0,1
2025-11-30,A1336,6245.4218745,2
2025-11-30,A1337,132804.0,1
2025-11-30,A1343,166889.47,3
2025-11-30,A1344,55819.32,3
2025-11-30,A1346,39446.7,2
2025-11-30,A1349,60705.0,4
2025-11-30,A1352,133081.0384,1
2025-11-30,A1353,278474.55986000004,1
2025-11-30,A1354,14962.457076,3
2025-11-30,A1355,6937.54,1
2025-11-30,A1356,35135.644,1
2025-11-30,A1357,29870.242416,1
2025-11-30,A1358,14438.48425207,2
2025-11-30,A1359,9894.155967519999,2
2025-11-30,A1361,10974.439999999999,2
2025-11-30,A1362,85156.42,2
2025-11-30,A1363,8593.294192,1
2025-11-30,A1365,14231.655354,2
2025-11-30,A1366,128021.19,4
2025-11-30,A1368,129907.31,2
2025-11-30,A1370,45122.21,3
2025-11-30,A1372,56399.45,2
2025-11-30,A1375,467235.36793431995,2
2025-11-30,A1376,71149.0145128,2
2025-11-30,A1378,303130.0,2
2025-11-30,A1382,13609.358637000001,1
2025-11-30,A1383,41179.79,2
2025-11-30,A1384,96076.4,2
2025-11-30,A1385,18921.760000000002,3
2025-11-30,A1386,58816.135853440006,2
2025-11-30,A1392,14173.399331599998,2
2025-11-30,A1393,143023.25,4
2025-11-30,A1394,36046.75,2
2025-11-30,A1395,247573.50440071998,4
2025-11-30,A1396,23065.4,2
2025-11-30,A1397,20409.09,2
2025-11-30,A1398,4966.3521599999995,1
2025-11-30,A1399,35811.2,4
2025-11-30,A1400,189699.91999999998,2
2025-11-30,A1401,2660.5812732599998,3
2025-11-30,A1403,9072.0,1
2025-11-30,A1404,190500.0,1
2025-11-30,A1407,24505.185357889997,4
2025-11-30,A1410,121694.52,3
2025-11-30,A1411,4620.0,1
2025-11-30,A1412,421681.58874416,2
2025-11-30,A1413,6132.0,1
2025-11-30,A1414,110004.14,4
2025-11-30,A1415,10689.0,1
2025-11-30,A1416,36090.655246940005,3
2025-11-30,A1417,156633.33,1
2025-11-30,A1418,6912.340276940001,1
2025-11-30,A1419,5824.0659645099995,3
2025-12-31,A1000,28851.48,1
2025-12-31,A1005,16506.0,1
2025-12-31,A1007,3052.0,1
2025-12-31,A1009,561669.0,2
2025-12-31,A1010,22002.329876800002,1
2025-12-31,A1011,622862.738784,2
2025-12-31,A1012,6775.200000000001,2
