account_id,account_name,domain,region,segment,industry,parent_account_id,parent_account_name,root_account_id,root_account_name,hierarchy_depth,arr_usd,next_contract_event_date,days_to_contract_event,jan_feb_monthly_events,apr_jun_monthly_events,usage_ratio_post_vs_pre,apr_jun_monthly_users,latest_health_month,health_score,renewal_risk,open_tickets,csm_user_id,targeted_reengagement_candidate
A1081,Zenith Digital Ltd,zenithdigital.example.com,APAC,Mid-Market,Gaming,,,A1081,Zenith Digital Ltd,0,97744.0,2027-01-30,214,103.5,113.0,1.0917874396135265,10.0,2026-06-01,87.3,Low,2,U304,0
A1222,Pinnacle Holdings LLC,pinnacleholdings.example.com,APAC,Mid-Market,Fintech,,,A1222,Pinnacle Holdings LLC,0,96504.81701274999,2027-01-17,201,127.0,167.66666666666666,1.3202099737532809,11.0,2026-06-01,64.5,Medium,3,U301,0
A1129,Inlet Advisors SA,inletadvisors.example.com,LATAM,SMB,Government,,,A1129,Inlet Advisors SA,0,96001.01000000001,2026-09-29,91,124.5,138.66666666666666,1.113788487282463,8.0,2026-06-01,24.8,High,2,U302,0
A1314,Zenith Labs Pte Ltd,zenithlabs.example.com,APAC,Mid-Market,Crypto Native,,,A1314,Zenith Labs Pte Ltd,0,95800.0,2026-11-25,148,219.5,236.0,1.0751708428246014,3.0,2026-06-01,99.0,Low,4,U303,0
A1383,Thorne Trust Ltd,thornetrust.example.com,AMER,Mid-Market,Consulting,,,A1383,Thorne Trust Ltd,0,90781.79000000001,2026-10-15,107,307.0,343.0,1.1172638436482085,5.0,2026-06-01,60.3,Medium,1,U300,0
A1189,Orbit Trust LLC,orbittrust.example.com,EMEA,Mid-Market,Fintech,,,A1189,Orbit Trust LLC,0,89570.0,2026-08-17,48,94.0,131.0,1.3936170212765957,5.0,2026-06-01,84.6,Low,2,U303,0
A1083,Tessera Networks PLC,tesseranetworks.example.com,AMER,SMB,Consulting,,,A1083,Tessera Networks PLC,0,89111.39,2027-04-05,279,76.0,77.66666666666667,1.0219298245614035,4.0,2026-04-01,84.0,Low,2,U302,0
A1154,Norsk Holdings Inc,norskholdings.example.com,APAC,Mid-Market,Crypto Native,,,A1154,Norsk Holdings Inc,0,88438.96073712,2026-12-08,161,272.5,226.0,0.8293577981651377,5.0,2026-06-01,97.4,Low,2,U304,0
A1077,Meridian Custody SA,meridiancustody.example.com,AMER,Mid-Market,Consulting,,,A1077,Meridian Custody SA,0,87800.0,2027-05-09,313,90.5,105.0,1.160220994475138,1.0,2026-06-01,77.2,Low,4,U300,0
A1313,Vertex Custody PLC,vertexcustody.example.com,EMEA,Mid-Market,Financial Services,,,A1313,Vertex Custody PLC,0,87700.0,2026-09-18,80,149.5,159.0,1.0635451505016722,11.0,2026-06-01,75.6,Low,4,U300,0
A1350,Zenith Systems SA,zenithsystems.example.com,AMER,,Crypto Native,,,A1350,Zenith Systems SA,0,86545.11,2026-12-08,161,179.0,209.0,1.1675977653631284,12.0,2026-06-01,44.4,High,2,U302,0
A1267,Ironclad Digital GmbH,ironcladdigital.example.com,AMER,Mid-Market,Crypto Native,,,A1267,Ironclad Digital GmbH,0,86391.29000000001,2027-03-17,260,145.5,147.66666666666666,1.0148911798396334,4.0,2026-06-01,89.7,Low,2,U304,0
A1142,Northwind Bancorp LLC,northwindbancorp.example.com,EMEA,Public Sector,Fintech,,,A1142,Northwind Bancorp LLC,0,86289.0,2027-01-02,186,404.5,704.3333333333334,1.7412443345694273,2.0,2026-06-01,29.1,High,0,U301,0
A1303,Auriga Capital Ltd,aurigacapital.example.com,AMER,Mid-Market,Financial Services,,,A1303,Auriga Capital Ltd,0,84854.82,2026-09-20,82,74.5,73.33333333333333,0.9843400447427293,10.666666666666666,2026-06-01,93.6,Low,1,U304,0
A1287,Tessera Financial LLC,tesserafinancial.example.com,APAC,SMB,Payments,,,A1287,Tessera Financial LLC,0,82774.11,2027-02-04,219,180.0,168.0,0.9333333333333333,8.0,2026-06-01,80.1,Low,1,U300,0
A1076,Westford Labs GmbH,westfordlabs.example.com,LATAM,Enterprise,Gaming,,,A1076,Westford Labs GmbH,0,79985.97208400001,2026-08-19,50,668.0,702.6666666666666,1.0518962075848304,9.0,2026-06-01,72.0,Low,1,U300,0
A1233,Bluewater Securities Ltd,bluewatersecurities.example.com,LATAM,Mid-Market,Government,,,A1233,Bluewater Securities Ltd,0,79931.39,2027-01-30,214,216.0,261.6666666666667,1.21141975308642,1.0,2026-06-01,91.4,Low,2,U305,0
A1205,Riverbend Custody Pte Ltd,riverbendcustody.example.com,AMER,Mid-Market,Fintech,,,A1205,Riverbend Custody Pte Ltd,0,79692.94,2026-11-25,148,118.5,128.66666666666666,1.0857946554149085,1.0,2026-06-01,54.3,Medium,4,U301,0
A1013,Tessera Financial Inc,tesserafinancial.example.com,EMEA,Public Sector,Financial Services,,,A1013,Tessera Financial Inc,0,79017.08200000001,2027-06-06,341,80.0,83.0,1.0375,2.0,2026-06-01,49.3,Medium,2,U302,0
A1359,Thorne Analytics PLC,thorneanalytics.example.com,EMEA,SMB,Insurance,,,A1359,Thorne Analytics PLC,0,77563.39175380001,2027-03-23,266,15.0,26.333333333333332,1.7555555555555555,5.0,2026-06-01,71.7,Low,2,U303,0
A1033,Ironclad Partners Co,ironcladpartners.example.com,AMER,Mid-Market,Crypto Native,,,A1033,Ironclad Partners Co,0,77500.0,2026-09-13,75,103.0,92.33333333333333,0.8964401294498382,8.0,2026-06-01,59.0,Medium,2,U303,0
A1204,Ironclad Trust GmbH,ironcladtrust.example.com,APAC,Mid-Market,Fintech,,,A1204,Ironclad Trust GmbH,0,75852.94,2026-10-04,96,88.0,91.0,1.0340909090909092,4.0,2026-06-01,76.5,Low,3,U301,0
A1102,Kestrel Exchange Ltd,kestrelexchange.example.com,EMEA,Mid-Market,Financial Services,,,A1102,Kestrel Exchange Ltd,0,75101.06,2027-01-06,190,136.0,115.66666666666667,0.8504901960784315,5.0,2026-06-01,82.6,Low,1,U300,0
A1376,Tessera Systems Inc,tesserasystems.example.com,AMER,Mid-Market,Consulting,,,A1376,Tessera Systems Inc,0,74570.02715049998,2026-11-08,131,374.5,427.0,1.1401869158878504,3.0,2026-06-01,46.7,Medium,2,U305,0
A1293,Caldera Bancorp SA,calderabancorp.example.com,EMEA,Enterprise,Government,,,A1293,Caldera Bancorp SA,0,74004.19487921,2027-03-16,259,58.5,73.0,1.2478632478632479,1.0,2026-06-01,61.0,Medium,3,U305,0
A1212,Harrow Analytics LLC,harrowanalytics.example.com,AMER,Mid-Market,Payments,,,A1212,Harrow Analytics LLC,0,73997.29,2026-09-10,72,147.5,113.33333333333333,0.7683615819209039,5.0,2026-06-01,35.2,High,2,U300,1
A1261,Westford Payments PLC,westfordpayments.example.com,EMEA,Mid-Market,Payments,,,A1261,Westford Payments PLC,0,73233.28,2027-05-20,324,254.0,263.3333333333333,1.0367454068241468,1.0,2026-06-01,88.3,Low,2,U302,0
A1051,Bluewater Systems Ltd,bluewatersystems.example.com,LATAM,Mid-Market,Financial Services,,,A1051,Bluewater Systems Ltd,0,71804.51999999999,2026-10-12,104,128.0,148.0,1.15625,10.0,2026-06-01,36.9,High,1,U304,0
A1171,Inlet Exchange LLC,inletexchange.example.com,APAC,Mid-Market,Insurance,,,A1171,Inlet Exchange LLC,0,71302.2,2026-07-31,31,67.0,55.666666666666664,0.8308457711442786,8.0,2026-06-01,28.3,High,1,U305,0
A1009,Harrow Advisors SA,harrowadvisors.example.com,AMER,Enterprise,Insurance,,,A1009,Harrow Advisors SA,0,71267.0,2027-03-18,261,501.5,589.6666666666666,1.1758059155865734,10.0,2026-06-01,36.9,High,1,U300,0
A1219,Stanhope Partners PLC,stanhopepartners.example.com,APAC,Mid-Market,Gaming,,,A1219,Stanhope Partners PLC,0,71165.01,2027-04-20,294,329.0,424.0,1.2887537993920972,8.0,2026-06-01,69.5,Low,2,U303,0
A1310,Dovetail Ventures Inc,dovetailventures.example.com,EMEA,Mid-Market,Crypto Native,,,A1310,Dovetail Ventures Inc,0,70039.2,2026-08-07,38,99.0,147.33333333333334,1.4882154882154883,7.0,2026-06-01,99.0,Low,2,U301,0
A1184,Northwind Securities PLC,northwindsecurities.example.com,EMEA,Enterprise,Crypto Native,,,A1184,Northwind Securities PLC,0,64758.54,2026-12-06,159,68.5,57.0,0.8321167883211679,2.0,2026-06-01,68.6,Low,3,U305,0
A1139,Granite Holdings SA,graniteholdings.example.com,,Mid-Market,Crypto Native,,,A1139,Granite Holdings SA,0,64557.3315,2026-09-20,82,245.5,221.66666666666666,0.9029192124915139,6.0,2026-06-01,56.4,Medium,2,U302,0
A1298,Inlet Systems GmbH,inletsystems.example.com,LATAM,Enterprise,Gaming,,,A1298,Inlet Systems GmbH,0,63677.85165506,2026-07-26,26,46.0,71.33333333333333,1.5507246376811594,4.0,2026-06-01,39.1,High,4,U303,0
A1088,Lattice Labs Pte Ltd,latticelabs.example.com,AMER,Mid-Market,Government,,,A1088,Lattice Labs Pte Ltd,0,62229.515804849994,2026-07-13,13,133.0,114.0,0.8571428571428571,6.0,2026-06-01,81.9,Low,2,U303,0
A1270,Beltway Bancorp Co,beltwaybancorp.example.com,EMEA,Enterprise,Insurance,A1012,Harrow Group Pte Ltd,A1012,Harrow Group Pte Ltd,1,61466.90645199,2026-07-22,22,126.5,145.66666666666666,1.1515151515151514,2.0,2026-06-01,35.1,High,3,U302,0
A1386,Cobalt Digital Pte Ltd,cobaltdigital.example.com,APAC,SMB,Fintech,,,A1386,Cobalt Digital Pte Ltd,0,61439.35398271999,2026-10-08,100,2132.5,3133.6666666666665,1.4694802657288002,4.0,2026-06-01,28.1,High,3,U302,0
A1312,Quarry Trust SA,quarrytrust.example.com,EMEA,Mid-Market,Payments,,,A1312,Quarry Trust SA,0,60437.424562199994,2027-04-30,304,164.5,183.66666666666666,1.1165146909827761,4.0,2026-06-01,98.3,Low,1,U304,0
A1377,Northwind Digital Ltd,northwinddigital.example.com,LATAM,Mid-Market,Crypto Native,,,A1377,Northwind Digital Ltd,0,59260.43000000001,2026-08-09,40,186.5,232.66666666666666,1.2475424486148345,11.0,2026-06-01,78.5,Low,4,U305,0
A1239,Vertex Trust Pte Ltd,vertextrust.example.com,EMEA,Enterprise,Financial Services,,,A1239,Vertex Trust Pte Ltd,0,57133.33,2029-01-16,931,112.0,124.33333333333333,1.1101190476190477,3.0,2026-06-01,93.6,Low,2,U300,0
A1040,Lattice Holdings Pte Ltd,latticeholdings.example.com,LATAM,Mid-Market,Payments,,,A1040,Lattice Holdings Pte Ltd,0,57008.0,2026-09-11,73,76.0,79.33333333333333,1.043859649122807,9.0,2026-06-01,34.7,High,1,U301,0
A1344,Norsk Capital Inc,norskcapital.example.com,LATAM,Mid-Market,Insurance,,,A1344,Norsk Capital Inc,0,56697.53,2026-08-12,43,80.5,71.66666666666667,0.8902691511387164,6.0,2026-06-01,59.1,Medium,2,U305,0
A1372,Quarry Partners LLC,quarrypartners.example.com,AMER,Mid-Market,Gaming,,,A1372,Quarry Partners LLC,0,56399.45,2026-09-19,81,216.0,225.33333333333334,1.0432098765432098,6.0,2026-06-01,99.0,Low,4,U302,0
A1208,Marrow Labs PLC,marrowlabs.example.com,APAC,SMB,Crypto Native,,,A1208,Marrow Labs PLC,0,55660.46,2026-09-10,72,67.5,60.333333333333336,0.8938271604938272,7.0,2026-06-01,99.0,Low,2,U300,0
A1163,Marrow Group LLC,marrowgroup.example.com,EMEA,Enterprise,Government,,,A1163,Marrow Group LLC,0,52355.95,2026-08-01,32,136.5,168.66666666666666,1.2356532356532355,7.0,2026-06-01,57.4,Medium,3,U305,0
A1123,Orbit Trust Inc,orbittrust.example.com,AMER,Mid-Market,Consulting,,,A1123,Orbit Trust Inc,0,51665.165793919994,2026-09-21,83,53.0,77.0,1.4528301886792452,4.0,2026-06-01,65.0,Medium,4,U301,0
A1187,Juniper Partners Inc,juniperpartners.example.com,APAC,Mid-Market,Gaming,,,A1187,Juniper Partners Inc,0,50204.53,2026-07-21,21,31.5,38.666666666666664,1.2275132275132274,3.0,2026-06-01,20.9,High,2,U300,0
A1128,Quarry Labs GmbH,quarrylabs.example.com,EMEA,Enterprise,Fintech,,,A1128,Quarry Labs GmbH,0,50082.16,2026-11-30,153,215.0,206.0,0.958139534883721,10.0,2026-06-01,64.3,Medium,2,U304,0
A1230,Quarry Trust LLC,quarrytrust.example.com,AMER,Mid-Market,Fintech,,,A1230,Quarry Trust LLC,0,48901.02034521,2026-12-31,184,103.0,128.0,1.2427184466019416,6.0,2026-06-01,61.1,Medium,4,U304,0
A1361,Auriga Trust PLC,aurigatrust.example.com,LATAM,SMB,Insurance,,,A1361,Auriga Trust PLC,0,48666.1,2026-12-22,175,59.0,60.333333333333336,1.0225988700564972,4.0,2026-04-01,65.7,Low,3,U303,0
A1174,Granite Ventures Pte Ltd,graniteventures.example.com,AMER,Enterprise,Government,,,A1174,Granite Ventures Pte Ltd,0,48471.0,2026-07-07,7,37.5,34.333333333333336,0.9155555555555556,3.0,2026-06-01,95.3,Low,0,U300,0
A1186,Sable Ventures GmbH,sableventures.example.com,EMEA,SMB,Fintech,,,A1186,Sable Ventures GmbH,0,48377.12,2026-11-27,150,142.5,160.0,1.1228070175438596,6.0,2026-06-01,99.0,Low,3,U303,0
A1074,Vertex Systems Pte Ltd,vertexsystems.example.com,EMEA,Mid-Market,Gaming,,,A1074,Vertex Systems Pte Ltd,0,48048.269337879996,2026-09-09,71,175.0,138.33333333333334,0.7904761904761906,4.0,2026-06-01,23.9,High,1,U305,1
A1320,Beltway Ventures Pte Ltd,beltwayventures.example.com,AMER,,Crypto Native,,,A1320,Beltway Ventures Pte Ltd,0,48018.0,2027-03-23,266,39.0,34.333333333333336,0.8803418803418804,3.0,2026-06-01,79.9,Low,3,U302,0
A1151,Harrow Digital Co,harrowdigital.example.com,,Mid-Market,Consulting,A1089,Vertex Digital Co,A1089,Vertex Digital Co,1,47808.9246726,2027-05-03,307,192.5,201.33333333333334,1.0458874458874459,5.0,2026-05-01,74.7,Low,2,U300,0
A1201,Westford Financial Co,westfordfinancial.example.com,LATAM,SMB,Fintech,,,A1201,Westford Financial Co,0,46908.393590499996,2026-07-14,14,473.0,410.0,0.8668076109936576,2.0,2026-06-01,97.7,Low,1,U303,0
A1117,Halcyon Financial GmbH,halcyonfinancial.example.com,AMER,SMB,Gaming,,,A1117,Halcyon Financial GmbH,0,46506.1,2027-05-19,323,211.0,209.0,0.990521327014218,9.0,2026-06-01,54.2,Medium,2,U305,0
A1276,Inlet Capital GmbH,inletcapital.example.com,APAC,SMB,Crypto Native,,,A1276,Inlet Capital GmbH,0,45531.6662467,2026-08-31,62,105.5,95.0,0.9004739336492891,4.0,2026-06-01,55.8,Medium,1,U304,0
A1038,Dovetail Digital LLC,dovetaildigital.example.com,EMEA,SMB,Payments,,,A1038,Dovetail Digital LLC,0,43315.83,2027-03-15,258,94.0,123.33333333333333,1.3120567375886525,4.0,2026-06-01,99.0,Low,1,U300,0
A1266,Vertex Capital Ltd,vertexcapital.example.com,AMER,Mid-Market,Government,,,A1266,Vertex Capital Ltd,0,42141.01,2027-01-01,185,83.0,78.66666666666667,0.9477911646586346,1.0,2026-06-01,93.8,Low,3,U300,0
A1153,Stanhope Labs Co,stanhopelabs.example.com,APAC,Mid-Market,Payments,,,A1153,Stanhope Labs Co,0,41870.56087857999,2027-02-22,237,50.5,76.66666666666667,1.5181518151815183,8.0,2026-06-01,63.1,Medium,4,U302,0
A1034,Riverbend Labs GmbH,riverbendlabs.example.com,LATAM,Mid-Market,Payments,,,A1034,Riverbend Labs GmbH,0,41459.020000000004,2026-08-10,41,49.0,67.0,1.3673469387755102,6.0,2026-06-01,99.0,Low,2,U301,0
A1316,Pinnacle Payments PLC,pinnaclepayments.example.com,EMEA,Mid-Market,Financial Services,A1007,Umbra Networks Inc,A1007,Umbra Networks Inc,1,41000.0,2026-09-04,66,283.0,359.3333333333333,1.2697290930506477,5.0,2026-06-01,71.1,Low,0,U302,0
A1416,Umbra Bancorp GmbH,umbrabancorp.example.com,APAC,Mid-Market,Consulting,A1062,Solstice Systems Inc,A1062,Solstice Systems Inc,1,40903.54724124,2026-09-11,73,151.5,155.66666666666666,1.0275027502750274,5.0,2026-06-01,71.8,Low,4,U301,0
A1251,Juniper Group Co,junipergroup.example.com,EMEA,SMB,Fintech,,,A1251,Juniper Group Co,0,40466.288467779996,2026-08-16,47,46.0,49.666666666666664,1.0797101449275361,8.0,2026-06-01,74.1,Low,0,U300,0
A1236,Marrow Custody GmbH,marrowcustody.example.com,APAC,SMB,Fintech,,,A1236,Marrow Custody GmbH,0,40016.020000000004,2026-12-27,180,26.0,26.666666666666668,1.0256410256410258,4.0,2026-06-01,56.9,Medium,4,U305,0
A1110,Redmond Systems Ltd,redmondsystems.example.com,EMEA,Mid-Market,Insurance,,,A1110,Redmond Systems Ltd,0,39981.38065399999,2026-08-09,40,128.5,118.0,0.9182879377431906,7.0,2026-06-01,13.6,High,4,U303,0
A1346,Riverbend Exchange LLC,riverbendexchange.example.com,EMEA,Mid-Market,Consulting,,,A1346,Riverbend Exchange LLC,0,39446.7,2027-01-17,201,413.5,338.3333333333333,0.8182184602982668,9.0,2026-06-01,86.8,Low,3,U300,0
A1084,Eastgate Financial GmbH,eastgatefinancial.example.com,EMEA,SMB,Consulting,,,A1084,Eastgate Financial GmbH,0,37878.0,2027-03-19,262,173.0,194.33333333333334,1.1233140655105973,1.0,2026-06-01,50.0,Medium,4,U301,0
A1136,Fairlane Securities GmbH,fairlanesecurities.example.com,EMEA,SMB,Insurance,,,A1136,Fairlane Securities GmbH,0,37764.34,2026-12-18,171,136.0,138.66666666666666,1.0196078431372548,5.0,2026-06-01,52.6,Medium,2,U303,0
A1145,Harrow Labs Pte Ltd,harrowlabs.example.com,AMER,SMB,Crypto Native,,,A1145,Harrow Labs Pte Ltd,0,37397.83,2026-07-20,20,114.5,170.33333333333334,1.487627365356623,7.0,2026-06-01,99.0,Low,0,U305,0
A1068,Pinnacle Payments Ltd,pinnaclepayments.example.com,LATAM,Mid-Market,Crypto Native,,,A1068,Pinnacle Payments Ltd,0,36587.8,2027-06-14,349,31.5,31.333333333333332,0.9947089947089947,9.333333333333334,2026-06-01,69.0,Low,1,U304,0
A1394,Riverbend Labs Pte Ltd,riverbendlabs.example.com,AMER,Mid-Market,Government,,,A1394,Riverbend Labs Pte Ltd,0,36046.75,2027-06-16,351,266.0,203.33333333333334,0.7644110275689223,4.0,2026-05-01,51.3,Medium,0,U303,0
A1402,Gilder Networks LLC,gildernetworks.example.com,AMER,SMB,Fintech,,,A1402,Gilder Networks LLC,0,35964.93,2027-01-15,199,266.5,262.6666666666667,0.985616010006254,1.0,2026-04-01,84.9,Low,6,U305,0
A1356,Eastgate Bancorp Ltd,eastgatebancorp.example.com,AMER,Enterprise,Crypto Native,,,A1356,Eastgate Bancorp Ltd,0,35578.372,2027-04-14,288,181.5,171.33333333333334,0.9439853076216713,6.0,2026-06-01,18.1,High,2,U301,0
A1281,Norsk Trust Pte Ltd,norsktrust.example.com,EMEA,Public Sector,Payments,,,A1281,Norsk Trust Pte Ltd,0,35204.385392000004,2026-12-17,170,232.0,243.66666666666666,1.0502873563218391,6.0,2026-06-01,66.2,Low,0,U300,0
A1072,Keystone Exchange GmbH,keystoneexchange.example.com,APAC,SMB,Government,,,A1072,Keystone Exchange GmbH,0,35174.73592514,2027-05-20,324,61.0,59.666666666666664,0.9781420765027322,9.0,2026-06-01,93.9,Low,1,U301,0
A1265,Gilder Labs Pte Ltd,gilderlabs.example.com,APAC,Enterprise,Gaming,,,A1265,Gilder Labs Pte Ltd,0,33922.0,2029-03-26,1000,163.0,177.0,1.0858895705521472,2.0,2026-06-01,84.7,Low,2,U302,0
A1256,Palisade Payments Pte Ltd,palisadepayments.example.com,AMER,Enterprise,Fintech,,,A1256,Palisade Payments Pte Ltd,0,33598.26804889,2026-12-13,166,201.0,240.66666666666666,1.1973466003316748,10.0,2026-06-01,94.3,Low,2,U305,0
A1225,Fairlane Ventures Pte Ltd,fairlaneventures.example.com,LATAM,SMB,Crypto Native,,,A1225,Fairlane Ventures Pte Ltd,0,33284.6,2026-08-02,33,74.0,78.66666666666667,1.063063063063063,5.0,2026-06-01,65.4,Low,1,U300,0
A1107,Keystone Bancorp Ltd,keystonebancorp.example.com,AMER,Mid-Market,Government,,,A1107,Keystone Bancorp Ltd,0,32250.0,2028-06-20,721,330.5,406.6666666666667,1.2304589006555724,4.0,2026-06-01,99.0,Low,1,U303,0
A1224,Auriga Exchange Co,aurigaexchange.example.com,EMEA,SMB,Financial Services,,,A1224,Auriga Exchange Co,0,31345.0,2026-09-25,87,46.5,39.0,0.8387096774193549,7.0,2026-06-01,53.1,Medium,5,U300,0
A1203,Harrow Partners Co,harrowpartners.example.com,AMER,Mid-Market,Fintech,,,A1203,Harrow Partners Co,0,30884.84,2026-09-15,77,47.5,53.666666666666664,1.1298245614035087,7.0,2026-06-01,72.7,Low,2,U305,0
A1014,Quarry Holdings PLC,quarryholdings.example.com,AMER,SMB,Insurance,,,A1014,Quarry Holdings PLC,0,30846.79238139,2026-07-24,24,113.0,106.33333333333333,0.9410029498525073,6.0,2026-06-01,48.6,Medium,3,U303,0
A1005,Auriga Systems Co,aurigasystems.example.com,AMER,Mid-Market,Payments,,,A1005,Auriga Systems Co,0,30477.010000000002,2026-07-10,10,134.5,141.66666666666666,1.0532837670384139,4.0,2026-06-01,36.4,High,2,U305,0
A1349,Norsk Securities Inc,norsksecurities.example.com,AMER,SMB,Consulting,,,A1349,Norsk Securities Inc,0,30305.0,2027-02-26,241,152.0,125.0,0.8223684210526315,7.0,2026-06-01,50.5,Medium,3,U303,0
A1082,Keystone Ventures GmbH,keystoneventures.example.com,AMER,Mid-Market,Payments,,,A1082,Keystone Ventures GmbH,0,30202.36001722,2027-05-01,305,194.0,222.66666666666666,1.147766323024055,3.0,2026-06-01,21.4,High,5,U301,0
A1399,Westford Advisors Ltd,westfordadvisors.example.com,LATAM,SMB,Insurance,,,A1399,Westford Advisors Ltd,0,29895.92,2026-11-17,140,75.0,95.0,1.2666666666666666,2.0,2026-06-01,61.1,Medium,2,U305,0
A1000,Keystone Securities Pte Ltd,keystonesecurities.example.com,LATAM,,Crypto Native,,,A1000,Keystone Securities Pte Ltd,0,28851.48,2026-12-07,160,1198.5,1136.0,0.9478514810179391,5.0,2026-06-01,50.4,Medium,3,U304,0
A1272,Orbit Networks Inc,orbitnetworks.example.com,EMEA,SMB,Government,,,A1272,Orbit Networks Inc,0,28516.0,2026-07-25,25,92.0,89.66666666666667,0.9746376811594203,3.0,2026-06-01,64.5,Medium,3,U303,0
A1363,Riverbend Bancorp LLC,riverbendbancorp.example.com,LATAM,Mid-Market,Fintech,,,A1363,Riverbend Bancorp LLC,0,28387.064181399997,2027-01-01,185,225.0,264.6666666666667,1.1762962962962964,8.0,2026-05-01,19.2,High,6,U302,0
A1228,Marrow Ventures PLC,marrowventures.example.com,AMER,,Crypto Native,,,A1228,Marrow Ventures PLC,0,28242.14,2027-04-22,296,53.0,60.666666666666664,1.1446540880503144,5.0,2026-06-01,97.5,Low,2,U300,0
A1022,Orbit Trust Co,orbittrust.example.com,EMEA,SMB,Insurance,,,A1022,Orbit Trust Co,0,27590.2261661,2026-07-28,28,157.5,93.66666666666667,0.5947089947089947,6.0,2026-06-01,99.0,Low,1,U303,0
A1055,Granite Securities Ltd,granitesecurities.example.com,LATAM,Mid-Market,Government,,,A1055,Granite Securities Ltd,0,27297.265969840002,2026-07-28,28,388.0,409.6666666666667,1.0558419243986255,10.0,2026-06-01,51.6,Medium,1,U303,0
A1078,Fairlane Custody GmbH,fairlanecustody.example.com,LATAM,Mid-Market,Fintech,,,A1078,Fairlane Custody GmbH,0,27241.2,2027-02-24,239,133.0,87.0,0.6541353383458647,6.0,2026-06-01,99.0,Low,3,U300,0
A1327,Palisade Ventures LLC,palisadeventures.example.com,AMER,SMB,Government,,,A1327,Palisade Ventures LLC,0,26365.55,2027-06-13,348,113.5,103.0,0.9074889867841409,4.0,2026-06-01,41.9,High,2,U303,0
A1062,Solstice Systems Inc,solsticesystems.example.com,,Mid-Market,Insurance,,,A1062,Solstice Systems Inc,0,26058.940000000002,2026-07-29,29,161.5,228.33333333333334,1.413828689370485,9.0,2026-06-01,66.8,Low,1,U300,0
A1245,Quarry Exchange LLC,quarryexchange.example.com,EMEA,SMB,Payments,,,A1245,Quarry Exchange LLC,0,25697.47956575,2026-10-08,100,202.0,209.33333333333334,1.0363036303630364,7.0,2026-06-01,54.2,Medium,1,U303,0
A1279,Sable Ventures Co,sableventures.example.com,AMER,Mid-Market,Financial Services,,,A1279,Sable Ventures Co,0,25242.0,2027-01-02,186,78.0,59.0,0.7564102564102564,4.0,2026-06-01,36.1,High,3,U300,0
A1370,Beltway Capital GmbH,beltwaycapital.example.com,EMEA,,Insurance,,,A1370,Beltway Capital GmbH,0,25022.21,2026-07-21,21,300.0,295.3333333333333,0.9844444444444443,3.0,2026-06-01,53.8,Medium,3,U300,0
A1122,Norsk Labs GmbH,norsklabs.example.com,EMEA,SMB,Financial Services,,,A1122,Norsk Labs GmbH,0,25000.0,2026-08-15,46,65.5,89.66666666666667,1.3689567430025447,8.0,2026-06-01,82.1,Low,5,U301,0
A1244,Thorne Securities SA,thornesecurities.example.com,AMER,SMB,Insurance,,,A1244,Thorne Securities SA,0,24900.71,2026-09-26,88,78.0,76.0,0.9743589743589743,1.0,2026-06-01,78.2,Low,1,U303,0
A1407,Auriga Systems LLC,aurigasystems.example.com,AMER,Mid-Market,Payments,,,A1407,Auriga Systems LLC,0,24813.96386507,2026-07-13,13,275.0,288.3333333333333,1.0484848484848484,7.0,2026-05-01,65.4,Low,1,U301,0
A1385,Umbra Advisors Ltd,umbraadvisors.example.com,APAC,SMB,Crypto Native,,,A1385,Umbra Advisors Ltd,0,24633.760000000002,2027-01-30,214,224.0,195.0,0.8705357142857143,7.0,2026-06-01,68.4,Low,3,U305,0
A1282,Kestrel Holdings LLC,kestrelholdings.example.com,AMER,Enterprise,Consulting,,,A1282,Kestrel Holdings LLC,0,24570.0,2028-01-19,568,89.5,110.33333333333333,1.2327746741154562,2.0,2026-06-01,69.1,Low,3,U303,0
A1273,Fairlane Financial PLC,fairlanefinancial.example.com,,Mid-Market,Payments,,,A1273,Fairlane Financial PLC,0,24400.0,2026-10-13,105,264.0,299.6666666666667,1.1351010101010102,8.0,2026-06-01,59.0,Medium,1,U305,0
A1333,Ironclad Digital Co,ironcladdigital.example.com,EMEA,SMB,Gaming,,,A1333,Ironclad Digital Co,0,24230.43,2026-09-14,76,283.5,409.6666666666667,1.4450323339212228,10.0,2026-06-01,60.2,Medium,1,U301,0
A1027,Eastgate Financial SA,eastgatefinancial.example.com,APAC,,Crypto Native,,,A1027,Eastgate Financial SA,0,24162.0,2027-10-03,460,150.5,120.0,0.7973421926910299,6.0,2026-06-01,74.4,Low,2,U303,0
A1396,Thorne Advisors Pte Ltd,thorneadvisors.example.com,,SMB,Gaming,,,A1396,Thorne Advisors Pte Ltd,0,23065.4,2026-07-02,2,88.0,127.33333333333333,1.446969696969697,15.0,2026-06-01,74.5,Low,2,U300,0
A1058,Eastgate Analytics GmbH,eastgateanalytics.example.com,EMEA,SMB,Crypto Native,,,A1058,Eastgate Analytics GmbH,0,22841.59,2027-01-04,188,180.5,199.66666666666666,1.106186518928901,1.0,2026-06-01,83.6,Low,0,U305,0
A1046,Fairlane Labs SA,fairlanelabs.example.com,AMER,Mid-Market,Government,,,A1046,Fairlane Labs SA,0,22533.47,2027-06-15,350,139.5,155.33333333333334,1.1135005973715653,1.0,2026-06-01,93.8,Low,0,U305,0
