rate_date,currency,rate_to_usd
2024-03-15,EUR,1.088777
2024-03-16,EUR,1.085062
2024-03-17,EUR,1.082553
2024-03-18,EUR,1.081089
2024-03-19,EUR,1.073895
2024-03-20,EUR,1.075284
2024-03-21,EUR,1.077771
2024-03-22,EUR,1.074819
2024-03-23,EUR,1.076384
2024-03-24,EUR,1.070143
2024-03-25,EUR,1.077918
2024-03-26,EUR,1.073314
2024-03-27,EUR,1.068807
2024-03-28,EUR,1.065978
2024-03-29,EUR,1.06984
2024-03-30,EUR,1.066843
2024-03-31,EUR,1.067081
2024-04-01,EUR,1.069185
2024-04-02,EUR,1.067299
2024-04-03,EUR,1.072095
2024-04-04,EUR,1.070088
2024-04-05,EUR,1.070092
2024-04-06,EUR,1.072911
2024-04-07,EUR,1.072083
2024-04-08,EUR,1.073151
2024-04-09,EUR,1.069831
2024-04-10,EUR,1.069732
2024-04-11,EUR,1.066869
2024-04-12,EUR,1.061808
2024-04-13,EUR,1.059413
2024-04-14,EUR,1.062132
2024-04-15,EUR,1.059272
2024-04-16,EUR,1.063568
2024-04-17,EUR,1.066868
2024-04-18,EUR,1.06639
2024-04-19,EUR,1.071578
2024-04-20,EUR,1.069312
2024-04-21,EUR,1.075351
2024-04-22,EUR,1.072204
2024-04-23,EUR,1.071643
2024-04-24,EUR,1.069735
2024-04-25,EUR,1.066226
2024-04-26,EUR,1.067709
2024-04-27,EUR,1.064643
2024-04-28,EUR,1.065089
2024-04-29,EUR,1.063958
2024-04-30,EUR,1.068552
2024-05-01,EUR,1.069672
2024-05-02,EUR,1.07201
2024-05-03,EUR,1.07136
2024-05-04,EUR,1.067688
2024-05-05,EUR,1.068319
2024-05-06,EUR,1.065414
2024-05-07,EUR,1.062339
2024-05-08,EUR,1.064418
2024-05-09,EUR,1.066329
2024-05-10,EUR,1.069771
2024-05-11,EUR,1.066073
2024-05-12,EUR,1.072475
2024-05-13,EUR,1.075655
2024-05-14,EUR,1.075282
2024-05-15,EUR,1.07589
2024-05-16,EUR,1.072469
2024-05-17,EUR,1.077317
2024-05-18,EUR,1.08221
2024-05-19,EUR,1.085563
2024-05-20,EUR,1.086979
2024-05-21,EUR,1.087755
2024-05-22,EUR,1.084688
2024-05-23,EUR,1.083908
2024-05-24,EUR,1.085547
2024-05-25,EUR,1.079022
2024-05-26,EUR,1.08313
2024-05-27,EUR,1.08415
2024-05-28,EUR,1.084576
2024-05-29,EUR,1.088787
2024-05-30,EUR,1.084908
2024-05-31,EUR,1.087757
2024-06-01,EUR,1.090347
2024-06-02,EUR,1.086918
2024-06-03,EUR,1.085234
2024-06-04,EUR,1.086814
2024-06-05,EUR,1.086974
2024-06-06,EUR,1.087594
2024-06-07,EUR,1.080952
2024-06-08,EUR,1.085646
2024-06-09,EUR,1.087978
2024-06-10,EUR,1.087414
2024-06-11,EUR,1.083387
2024-06-12,EUR,1.086056
2024-06-13,EUR,1.089598
2024-06-14,EUR,1.092027
2024-06-15,EUR,1.08246
2024-06-16,EUR,1.085545
2024-06-17,EUR,1.08652
2024-06-18,EUR,1.089302
2024-06-19,EUR,1.086788
2024-06-20,EUR,1.077351
2024-06-21,EUR,1.076168
2024-06-22,EUR,1.081689
2024-06-23,EUR,1.079308
2024-06-24,EUR,1.075289
2024-06-25,EUR,1.0791
2024-06-26,EUR,1.079655
2024-06-27,EUR,1.08324
2024-06-28,EUR,1.087453
2024-06-29,EUR,1.09059
2024-06-30,EUR,1.09066
2024-07-01,EUR,1.090887
2024-07-02,EUR,1.083386
2024-07-03,EUR,1.085138
2024-07-04,EUR,1.088008
2024-07-05,EUR,1.091757
2024-07-06,EUR,1.091396
2024-07-07,EUR,1.09305
2024-07-08,EUR,1.089573
2024-07-09,EUR,1.091045
2024-07-10,EUR,1.089322
2024-07-11,EUR,1.082676
2024-07-12,EUR,1.081172
2024-07-13,EUR,1.07951
2024-07-14,EUR,1.077747
2024-07-15,EUR,1.076876
2024-07-16,EUR,1.076935
2024-07-17,EUR,1.074126
2024-07-18,EUR,1.071053
2024-07-19,EUR,1.07188
2024-07-20,EUR,1.070696
2024-07-21,EUR,1.075387
2024-07-22,EUR,1.075791
2024-07-23,EUR,1.074402
2024-07-24,EUR,1.076734
2024-07-25,EUR,1.080044
2024-07-26,EUR,1.078841
2024-07-27,EUR,1.07998
2024-07-28,EUR,1.077478
2024-07-29,EUR,1.079777
2024-07-30,EUR,1.079618
2024-07-31,EUR,1.086003
2024-08-01,EUR,1.083404
2024-08-02,EUR,1.081041
2024-08-03,EUR,1.078812
2024-08-04,EUR,1.072525
2024-08-05,EUR,1.073325
2024-08-06,EUR,1.076887
2024-08-07,EUR,1.074817
2024-08-08,EUR,1.080265
2024-08-09,EUR,1.076612
2024-08-10,EUR,1.073426
2024-08-11,EUR,1.07316
2024-08-12,EUR,1.067676
2024-08-13,EUR,1.06672
2024-08-14,EUR,1.067632
2024-08-15,EUR,1.065599
2024-08-16,EUR,1.063793
2024-08-17,EUR,1.063317
2024-08-18,EUR,1.061147
2024-08-19,EUR,1.060175
2024-08-20,EUR,1.059053
2024-08-21,EUR,1.058551
2024-08-22,EUR,1.06032
2024-08-23,EUR,1.053742
2024-08-24,EUR,1.053436
2024-08-25,EUR,1.058704
2024-08-26,EUR,1.061458
2024-08-27,EUR,1.064556
2024-08-28,EUR,1.072975
2024-08-29,EUR,1.069685
2024-08-30,EUR,1.070784
2024-08-31,EUR,1.070481
2024-09-01,EUR,1.075711
2024-09-02,EUR,1.06545
2024-09-03,EUR,1.065231
2024-09-04,EUR,1.066158
2024-09-05,EUR,1.070412
2024-09-06,EUR,1.068948
2024-09-07,EUR,1.070366
2024-09-08,EUR,1.071171
2024-09-09,EUR,1.068035
2024-09-10,EUR,1.063673
2024-09-11,EUR,1.0651
2024-09-12,EUR,1.06016
2024-09-13,EUR,1.057852
2024-09-14,EUR,1.06056
2024-09-15,EUR,1.062877
2024-09-16,EUR,1.064366
2024-09-17,EUR,1.065181
2024-09-18,EUR,1.070637
2024-09-19,EUR,1.070672
2024-09-20,EUR,1.070106
2024-09-21,EUR,1.065384
2024-09-22,EUR,1.057256
2024-09-23,EUR,1.055109
2024-09-24,EUR,1.058182
2024-09-25,EUR,1.058021
2024-09-26,EUR,1.057683
2024-09-27,EUR,1.052749
2024-09-28,EUR,1.053489
2024-09-29,EUR,1.057315
2024-09-30,EUR,1.063092
2024-10-01,EUR,1.056485
2024-10-02,EUR,1.052785
2024-10-03,EUR,1.054911
2024-10-04,EUR,1.048245
2024-10-05,EUR,1.049618
2024-10-06,EUR,1.05101
2024-10-07,EUR,1.048609
2024-10-08,EUR,1.044925
2024-10-09,EUR,1.046804
2024-10-10,EUR,1.05223
2024-10-11,EUR,1.051819
2024-10-12,EUR,1.051996
2024-10-13,EUR,1.051074
2024-10-14,EUR,1.058236
2024-10-15,EUR,1.05597
2024-10-16,EUR,1.052878
2024-10-17,EUR,1.054142
2024-10-18,EUR,1.04915
2024-10-19,EUR,1.045592
2024-10-20,EUR,1.04476
2024-10-21,EUR,1.044853
2024-10-22,EUR,1.049929
2024-10-23,EUR,1.049069
2024-10-24,EUR,1.047343
2024-10-25,EUR,1.043281
2024-10-26,EUR,1.040669
2024-10-27,EUR,1.041183
2024-10-28,EUR,1.038137
2024-10-29,EUR,1.040212
2024-10-30,EUR,1.038213
2024-10-31,EUR,1.037453
2024-11-01,EUR,1.038164
2024-11-02,EUR,1.034444
2024-11-03,EUR,1.030997
2024-11-04,EUR,1.036059
2024-11-05,EUR,1.033648
2024-11-06,EUR,1.03637
2024-11-07,EUR,1.035016
2024-11-08,EUR,1.036089
2024-11-09,EUR,1.039146
2024-11-10,EUR,1.03653
2024-11-11,EUR,1.030983
2024-11-12,EUR,1.029523
2024-11-13,EUR,1.027144
2024-11-14,EUR,1.026518
2024-11-15,EUR,1.033152
2024-11-16,EUR,1.03387
2024-11-17,EUR,1.037494
2024-11-18,EUR,1.036321
2024-11-19,EUR,1.044149
2024-11-20,EUR,1.045103
2024-11-21,EUR,1.042248
2024-11-22,EUR,1.0424
2024-11-23,EUR,1.042742
2024-11-24,EUR,1.04727
2024-11-25,EUR,1.0499
2024-11-26,EUR,1.048906
2024-11-27,EUR,1.048931
2024-11-28,EUR,1.048446
2024-11-29,EUR,1.046357
2024-11-30,EUR,1.045148
2024-12-01,EUR,1.042615
2024-12-02,EUR,1.044394
2024-12-03,EUR,1.046631
2024-12-04,EUR,1.050518
2024-12-05,EUR,1.048734
2024-12-06,EUR,1.046672
2024-12-07,EUR,1.041127
2024-12-08,EUR,1.042383
2024-12-09,EUR,1.036058
2024-12-10,EUR,1.035671
2024-12-11,EUR,1.035827
2024-12-12,EUR,1.032742
2024-12-13,EUR,1.03459
2024-12-14,EUR,1.034545
2024-12-15,EUR,1.034196
2024-12-16,EUR,1.031435
2024-12-17,EUR,1.032581
2024-12-18,EUR,1.037806
2024-12-19,EUR,1.0386
2024-12-20,EUR,1.045495
2024-12-21,EUR,1.043225
2024-12-22,EUR,1.039405
2024-12-23,EUR,1.038213
2024-12-24,EUR,1.04013
2024-12-25,EUR,1.040666
2024-12-26,EUR,1.041768
2024-12-27,EUR,1.046501
2024-12-28,EUR,1.043417
2024-12-29,EUR,1.042664
2024-12-30,EUR,1.038414
2024-12-31,EUR,1.04108
2025-01-01,EUR,1.042581
2025-01-02,EUR,1.044005
2025-01-03,EUR,1.045581
2025-01-04,EUR,1.046586
2025-01-05,EUR,1.045963
2025-01-06,EUR,1.043359
2025-01-07,EUR,1.039003
2025-01-08,EUR,1.036542
2025-01-09,EUR,1.041238
2025-01-10,EUR,1.039972
2025-01-11,EUR,1.042926
2025-01-12,EUR,1.043756
2025-01-13,EUR,1.046829
2025-01-14,EUR,1.050892
2025-01-15,EUR,1.046579
2025-01-16,EUR,1.049042
2025-01-17,EUR,1.051433
2025-01-18,EUR,1.044038
2025-01-19,EUR,1.045622
2025-01-20,EUR,1.048517
2025-01-21,EUR,1.051114
2025-01-22,EUR,1.056357
2025-01-23,EUR,1.056518
2025-01-24,EUR,1.050878
2025-01-25,EUR,1.055471
2025-01-26,EUR,1.058361
2025-01-27,EUR,1.062171
2025-01-28,EUR,1.070604
2025-01-29,EUR,1.07153
2025-01-30,EUR,1.071359
2025-01-31,EUR,1.072071
2025-02-01,EUR,1.074078
2025-02-02,EUR,1.074625
2025-02-03,EUR,1.072872
2025-02-04,EUR,1.074003
2025-02-05,EUR,1.074342
2025-02-06,EUR,1.076835
2025-02-07,EUR,1.073279
2025-02-08,EUR,1.079508
2025-02-09,EUR,1.080905
2025-02-10,EUR,1.084813
2025-02-11,EUR,1.08586
2025-02-12,EUR,1.081758
2025-02-13,EUR,1.081993
2025-02-14,EUR,1.080766
2025-02-15,EUR,1.080532
2025-02-16,EUR,1.075909
2025-02-17,EUR,1.07785
2025-02-18,EUR,1.082315
2025-02-19,EUR,1.079014
2025-02-20,EUR,1.0805
2025-02-21,EUR,1.084751
2025-02-22,EUR,1.085729
2025-02-23,EUR,1.08649
2025-02-24,EUR,1.084267
2025-02-25,EUR,1.090108
2025-02-26,EUR,1.090827
2025-02-27,EUR,1.088682
2025-02-28,EUR,1.089296
2025-03-01,EUR,1.089683
2025-03-02,EUR,1.094003
2025-03-03,EUR,1.088791
2025-03-04,EUR,1.089932
2025-03-05,EUR,1.087279
2025-03-06,EUR,1.086593
2025-03-07,EUR,1.087077
2025-03-08,EUR,1.085472
2025-03-09,EUR,1.088599
2025-03-10,EUR,1.090551
2025-03-11,EUR,1.086667
2025-03-12,EUR,1.08927
2025-03-13,EUR,1.087665
2025-03-14,EUR,1.084879
2025-03-15,EUR,1.082384
2025-03-16,EUR,1.085516
2025-03-17,EUR,1.085658
2025-03-18,EUR,1.085888
2025-03-19,EUR,1.08282
2025-03-20,EUR,1.086844
2025-03-21,EUR,1.090271
2025-03-22,EUR,1.090848
2025-03-23,EUR,1.088592
2025-03-24,EUR,1.094451
2025-03-25,EUR,1.093926
2025-03-26,EUR,1.095879
2025-03-27,EUR,1.093118
2025-03-28,EUR,1.086692
2025-03-29,EUR,1.082316
2025-03-30,EUR,1.081202
2025-03-31,EUR,1.07954
2025-04-01,EUR,1.083718
2025-04-02,EUR,1.082345
2025-04-03,EUR,1.078833
2025-04-04,EUR,1.079583
2025-04-05,EUR,1.07873
2025-04-06,EUR,1.082909
2025-04-07,EUR,1.077066
2025-04-08,EUR,1.07687
2025-04-09,EUR,1.078385
2025-04-10,EUR,1.082487
2025-04-11,EUR,1.081685
2025-04-12,EUR,1.094918
2025-04-13,EUR,1.099326
2025-04-14,EUR,1.095229
2025-04-15,EUR,1.093311
2025-04-16,EUR,1.099783
2025-04-17,EUR,1.097348
2025-04-18,EUR,1.098286
2025-04-19,EUR,1.105484
2025-04-20,EUR,1.109066
2025-04-21,EUR,1.106132
2025-04-22,EUR,1.106298
2025-04-23,EUR,1.102979
2025-04-24,EUR,1.106976
2025-04-25,EUR,1.102768
2025-04-26,EUR,1.106871
2025-04-27,EUR,1.101305
2025-04-28,EUR,1.097678
2025-04-29,EUR,1.095393
2025-04-30,EUR,1.09132
2025-05-01,EUR,1.08861
2025-05-02,EUR,1.090329
2025-05-03,EUR,1.090394
2025-05-04,EUR,1.091357
2025-05-05,EUR,1.089168
2025-05-06,EUR,1.091128
2025-05-07,EUR,1.084852
2025-05-08,EUR,1.086063
2025-05-09,EUR,1.088576
2025-05-10,EUR,1.083573
2025-05-11,EUR,1.081614
2025-05-12,EUR,1.083084
2025-05-13,EUR,1.08218
2025-05-14,EUR,1.083291
2025-05-15,EUR,1.088241
2025-05-16,EUR,1.088122
2025-05-17,EUR,1.086869
2025-05-18,EUR,1.08367
2025-05-19,EUR,1.075647
2025-05-20,EUR,1.075907
2025-05-21,EUR,1.072797
2025-05-22,EUR,1.068435
2025-05-23,EUR,1.068308
2025-05-24,EUR,1.063717
2025-05-25,EUR,1.063288
2025-05-26,EUR,1.062931
2025-05-27,EUR,1.059262
2025-05-28,EUR,1.055845
2025-05-29,EUR,1.061529
2025-05-30,EUR,1.056229
2025-05-31,EUR,1.050532
2025-06-01,EUR,1.04689
2025-06-02,EUR,1.04994
2025-06-03,EUR,1.046454
2025-06-04,EUR,1.047982
2025-06-05,EUR,1.047257
2025-06-06,EUR,1.045186
2025-06-07,EUR,1.044655
2025-06-08,EUR,1.045871
2025-06-09,EUR,1.042777
2025-06-10,EUR,1.043945
2025-06-11,EUR,1.039629
2025-06-12,EUR,1.039906
2025-06-13,EUR,1.047266
2025-06-14,EUR,1.051563
2025-06-15,EUR,1.051601
2025-06-16,EUR,1.048641
2025-06-17,EUR,1.046665
2025-06-18,EUR,1.045949
2025-06-19,EUR,1.042239
2025-06-20,EUR,1.037261
2025-06-21,EUR,1.035252
2025-06-22,EUR,1.039204
2025-06-23,EUR,1.031579
2025-06-24,EUR,1.032889
2025-06-25,EUR,1.037623
2025-06-26,EUR,1.029748
2025-06-27,EUR,1.026558
2025-06-28,EUR,1.023041
2025-06-29,EUR,1.029716
2025-06-30,EUR,1.031279
2025-07-01,EUR,1.034117
2025-07-02,EUR,1.038435
2025-07-03,EUR,1.035732
2025-07-04,EUR,1.036837
2025-07-05,EUR,1.031354
2025-07-06,EUR,1.030189
2025-07-07,EUR,1.029197
2025-07-08,EUR,1.032576
2025-07-09,EUR,1.030709
2025-07-10,EUR,1.032057
2025-07-11,EUR,1.034007
2025-07-12,EUR,1.034936
2025-07-13,EUR,1.035317
2025-07-14,EUR,1.039371
2025-07-15,EUR,1.042107
2025-07-16,EUR,1.039594
2025-07-17,EUR,1.03555
2025-07-18,EUR,1.036042
2025-07-19,EUR,1.031487
2025-07-20,EUR,1.030427
2025-07-21,EUR,1.033451
2025-07-22,EUR,1.028177
2025-07-23,EUR,1.031844
2025-07-24,EUR,1.033412
2025-07-25,EUR,1.03368
2025-07-26,EUR,1.037176
2025-07-27,EUR,1.034438
2025-07-28,EUR,1.023738
2025-07-29,EUR,1.029445
2025-07-30,EUR,1.029635
2025-07-31,EUR,1.028599
2025-08-01,EUR,1.029674
2025-08-02,EUR,1.036045
2025-08-03,EUR,1.034509
2025-08-04,EUR,1.028308
2025-08-05,EUR,1.034507
2025-08-06,EUR,1.038696
2025-08-07,EUR,1.043488
2025-08-08,EUR,1.045697
2025-08-09,EUR,1.048685
2025-08-10,EUR,1.046699
2025-08-11,EUR,1.044364
2025-08-12,EUR,1.048365
2025-08-13,EUR,1.050346
2025-08-14,EUR,1.052951
2025-08-15,EUR,1.049718
2025-08-16,EUR,1.050919
2025-08-17,EUR,1.043525
2025-08-18,EUR,1.048932
2025-08-19,EUR,1.056855
2025-08-20,EUR,1.056541
2025-08-21,EUR,1.060744
2025-08-22,EUR,1.064595
2025-08-23,EUR,1.066832
2025-08-24,EUR,1.065945
2025-08-25,EUR,1.062941
2025-08-26,EUR,1.066426
2025-08-27,EUR,1.06195
2025-08-28,EUR,1.063816
2025-08-29,EUR,1.067882
2025-08-30,EUR,1.067999
2025-08-31,EUR,1.064036
2025-09-01,EUR,1.062181
2025-09-02,EUR,1.058133
2025-09-03,EUR,1.067704
2025-09-04,EUR,1.074856
2025-09-05,EUR,1.073631
2025-09-06,EUR,1.071916
2025-09-07,EUR,1.072785
2025-09-08,EUR,1.073023
2025-09-09,EUR,1.078412
2025-09-10,EUR,1.080388
2025-09-11,EUR,1.077275
2025-09-12,EUR,1.073911
2025-09-13,EUR,1.066993
2025-09-14,EUR,1.070472
2025-09-15,EUR,1.069543
2025-09-16,EUR,1.076392
2025-09-17,EUR,1.07942
2025-09-18,EUR,1.077287
2025-09-19,EUR,1.075815
2025-09-20,EUR,1.074672
2025-09-21,EUR,1.071081
2025-09-22,EUR,1.075132
2025-09-23,EUR,1.072941
2025-09-24,EUR,1.06665
2025-09-25,EUR,1.072871
2025-09-26,EUR,1.075951
2025-09-27,EUR,1.076521
2025-09-28,EUR,1.071791
2025-09-29,EUR,1.071808
2025-09-30,EUR,1.069483
2025-10-01,EUR,1.064123
2025-10-02,EUR,1.066055
2025-10-03,EUR,1.064166
2025-10-04,EUR,1.064171
2025-10-05,EUR,1.055716
2025-10-06,EUR,1.052929
2025-10-07,EUR,1.051333
2025-10-08,EUR,1.050019
2025-10-09,EUR,1.057756
2025-10-10,EUR,1.051431
2025-10-11,EUR,1.053228
2025-10-12,EUR,1.050801
2025-10-13,EUR,1.052744
2025-10-14,EUR,1.055172
2025-10-15,EUR,1.04863
2025-10-16,EUR,1.047767
2025-10-17,EUR,1.050893
2025-10-18,EUR,1.051746
2025-10-19,EUR,1.049677
2025-10-20,EUR,1.046936
2025-10-21,EUR,1.03967
2025-10-22,EUR,1.046557
2025-10-23,EUR,1.046407
2025-10-24,EUR,1.04662
2025-10-25,EUR,1.044057
2025-10-26,EUR,1.0415
2025-10-27,EUR,1.043087
2025-10-28,EUR,1.047095
2025-10-29,EUR,1.045681
2025-10-30,EUR,1.046144
2025-10-31,EUR,1.04938
2025-11-01,EUR,1.049809
2025-11-02,EUR,1.053513
2025-11-03,EUR,1.055373
2025-11-04,EUR,1.06118
2025-11-05,EUR,1.059173
2025-11-06,EUR,1.061002
2025-11-07,EUR,1.059782
2025-11-08,EUR,1.058137
2025-11-09,EUR,1.058953
2025-11-10,EUR,1.062172
2025-11-11,EUR,1.060032
2025-11-12,EUR,1.059626
2025-11-13,EUR,1.062718
2025-11-14,EUR,1.065945
2025-11-15,EUR,1.07093
2025-11-16,EUR,1.072656
2025-11-17,EUR,1.075138
2025-11-18,EUR,1.072107
2025-11-19,EUR,1.073091
2025-11-20,EUR,1.078116
2025-11-21,EUR,1.07702
2025-11-22,EUR,1.083071
2025-11-23,EUR,1.082537
2025-11-24,EUR,1.07749
2025-11-25,EUR,1.076368
2025-11-26,EUR,1.077963
2025-11-27,EUR,1.077384
2025-11-28,EUR,1.071342
2025-11-29,EUR,1.071569
2025-11-30,EUR,1.074968
2025-12-01,EUR,1.081621
2025-12-02,EUR,1.090104
2025-12-03,EUR,1.089439
2025-12-04,EUR,1.082908
2025-12-05,EUR,1.075723
2025-12-06,EUR,1.067664
2025-12-07,EUR,1.071384
2025-12-08,EUR,1.07219
2025-12-09,EUR,1.065963
2025-12-10,EUR,1.069118
2025-12-11,EUR,1.063884
2025-12-12,EUR,1.062259
2025-12-13,EUR,1.06408
2025-12-14,EUR,1.06022
2025-12-15,EUR,1.0615
2025-12-16,EUR,1.058157
2025-12-17,EUR,1.059133
2025-12-18,EUR,1.054371
2025-12-19,EUR,1.055018
2025-12-20,EUR,1.052902
2025-12-21,EUR,1.052244
2025-12-22,EUR,1.053182
2025-12-23,EUR,1.055467
2025-12-24,EUR,1.051377
2025-12-25,EUR,1.05273
2025-12-26,EUR,1.052094
2025-12-27,EUR,1.046015
2025-12-28,EUR,1.047088
2025-12-29,EUR,1.04664
2025-12-30,EUR,1.050112
2025-12-31,EUR,1.04936
2026-01-01,EUR,1.042928
2026-01-02,EUR,1.044276
2026-01-03,EUR,1.050382
2026-01-04,EUR,1.050713
2026-01-05,EUR,1.042564
2026-01-06,EUR,1.04199
2026-01-07,EUR,1.039249
2026-01-08,EUR,1.040031
2026-01-09,EUR,1.036022
2026-01-10,EUR,1.039125
2026-01-11,EUR,1.043503
2026-01-12,EUR,1.041519
2026-01-13,EUR,1.041932
2026-01-14,EUR,1.045249
2026-01-15,EUR,1.046849
2026-01-16,EUR,1.046722
2026-01-17,EUR,1.045242
2026-01-18,EUR,1.04565
2026-01-19,EUR,1.044382
2026-01-20,EUR,1.04511
2026-01-21,EUR,1.050119
2026-01-22,EUR,1.055062
2026-01-23,EUR,1.056701
2026-01-24,EUR,1.053387
2026-01-25,EUR,1.053756
2026-01-26,EUR,1.051623
2026-01-27,EUR,1.056381
2026-01-28,EUR,1.06102
2026-01-29,EUR,1.061867
2026-01-30,EUR,1.056105
2026-01-31,EUR,1.05982
2026-02-01,EUR,1.069699
2026-02-02,EUR,1.071747
2026-02-03,EUR,1.07606
2026-02-04,EUR,1.077045
2026-02-05,EUR,1.075616
2026-02-06,EUR,1.074223
2026-02-07,EUR,1.066308
2026-02-08,EUR,1.068757
2026-02-09,EUR,1.068874
2026-02-10,EUR,1.069448
2026-02-11,EUR,1.067971
2026-02-12,EUR,1.068432
2026-02-13,EUR,1.064088
2026-02-14,EUR,1.067419
2026-02-15,EUR,1.066967
2026-02-16,EUR,1.06693
2026-02-17,EUR,1.064923
2026-02-18,EUR,1.067926
2026-02-19,EUR,1.07067
2026-02-20,EUR,1.075662
2026-02-21,EUR,1.0682
2026-02-22,EUR,1.069479
2026-02-23,EUR,1.065052
2026-02-24,EUR,1.067226
2026-02-25,EUR,1.066442
2026-02-26,EUR,1.070714
2026-02-27,EUR,1.072879
2026-02-28,EUR,1.073718
2026-03-01,EUR,1.074695
2026-03-02,EUR,1.082437
2026-03-03,EUR,1.07911
2026-03-04,EUR,1.070581
2026-03-05,EUR,1.073098
2026-03-06,EUR,1.071368
2026-03-07,EUR,1.074264
2026-03-08,EUR,1.074059
2026-03-09,EUR,1.07936
2026-03-10,EUR,1.07526
2026-03-11,EUR,1.074889
2026-03-12,EUR,1.067151
2026-03-13,EUR,1.073605
2026-03-14,EUR,1.07294
2026-03-15,EUR,1.068491
2026-03-16,EUR,1.065512
2026-03-17,EUR,1.066336
2026-03-18,EUR,1.06287
2026-03-19,EUR,1.069555
2026-03-20,EUR,1.067146
2026-03-21,EUR,1.061777
2026-03-22,EUR,1.058533
2026-03-23,EUR,1.057178
2026-03-24,EUR,1.058148
2026-03-25,EUR,1.056765
2026-03-26,EUR,1.052552
2026-03-27,EUR,1.049625
2026-03-28,EUR,1.052742
2026-03-29,EUR,1.053364
2026-03-30,EUR,1.050815
2026-03-31,EUR,1.04472
2026-04-01,EUR,1.045671
2026-04-02,EUR,1.046502
2026-04-03,EUR,1.051385
2026-04-04,EUR,1.061809
2026-04-05,EUR,1.059359
2026-04-06,EUR,1.060396
2026-04-07,EUR,1.062887
2026-04-08,EUR,1.0609
2026-04-09,EUR,1.066441
2026-04-10,EUR,1.055009
2026-04-11,EUR,1.053453
2026-04-12,EUR,1.055784
2026-04-13,EUR,1.053437
2026-04-14,EUR,1.054439
2026-04-15,EUR,1.056086
2026-04-16,EUR,1.056926
2026-04-17,EUR,1.063854
2026-04-18,EUR,1.056716
2026-04-19,EUR,1.057104
2026-04-20,EUR,1.058886
2026-04-21,EUR,1.063289
2026-04-22,EUR,1.067915
2026-04-23,EUR,1.066172
2026-04-24,EUR,1.061272
2026-04-25,EUR,1.054399
2026-04-26,EUR,1.054204
2026-04-27,EUR,1.052228
2026-04-28,EUR,1.056136
2026-04-29,EUR,1.054291
2026-04-30,EUR,1.057984
2026-05-01,EUR,1.058458
2026-05-02,EUR,1.06539
2026-05-03,EUR,1.060089
2026-05-04,EUR,1.058768
2026-05-05,EUR,1.055866
2026-05-06,EUR,1.057642
2026-05-07,EUR,1.054965
2026-05-08,EUR,1.054697
2026-05-09,EUR,1.06086
2026-05-10,EUR,1.059935
2026-05-11,EUR,1.063894
2026-05-12,EUR,1.063131
2026-05-13,EUR,1.068624
2026-05-14,EUR,1.070829
2026-05-15,EUR,1.06878
2026-05-16,EUR,1.070278
2026-05-17,EUR,1.060464
2026-05-18,EUR,1.056317
2026-05-19,EUR,1.055233
2026-05-20,EUR,1.058577
2026-05-21,EUR,1.063731
2026-05-22,EUR,1.063622
2026-05-23,EUR,1.064932
2026-05-24,EUR,1.063236
2026-05-25,EUR,1.062468
2026-05-26,EUR,1.061172
2026-05-27,EUR,1.054739
2026-05-28,EUR,1.062252
2026-05-29,EUR,1.059624
2026-05-30,EUR,1.061254
2026-05-31,EUR,1.061965
2026-06-01,EUR,1.066301
2026-06-02,EUR,1.073022
2026-06-03,EUR,1.070408
2026-06-04,EUR,1.074356
2026-06-05,EUR,1.081115
2026-06-06,EUR,1.082906
2026-06-07,EUR,1.089519
2026-06-08,EUR,1.096041
2026-06-09,EUR,1.101341
2026-06-10,EUR,1.10089
2026-06-11,EUR,1.10688
2026-06-12,EUR,1.108123
2026-06-13,EUR,1.110848
2026-06-14,EUR,1.104797
2026-06-15,EUR,1.105076
2026-06-16,EUR,1.10754
2026-06-17,EUR,1.107371
2026-06-18,EUR,1.104388
2026-06-19,EUR,1.107615
2026-06-20,EUR,1.108169
2026-06-21,EUR,1.11252
2026-06-22,EUR,1.123336
2026-06-23,EUR,1.124276
2026-06-24,EUR,1.120341
2026-06-25,EUR,1.124722
2026-06-26,EUR,1.119119
2026-06-27,EUR,1.125277
2026-06-28,EUR,1.123719
2026-06-29,EUR,1.12439
2026-06-30,EUR,1.126655
2026-07-01,EUR,1.127424
2024-01-01,GBP,1.270276
2024-01-02,GBP,1.26947
2024-01-03,GBP,1.268058
2024-01-04,GBP,1.267912
2024-01-05,GBP,1.266664
2024-01-06,GBP,1.265582
2024-01-07,GBP,1.269044
2024-01-08,GBP,1.273669
2024-01-09,GBP,1.283547
2024-01-10,GBP,1.282636
2024-01-11,GBP,1.284634
2024-01-12,GBP,1.286739
2024-01-13,GBP,1.289056
2024-01-14,GBP,1.299107
2024-01-15,GBP,1.298817
2024-01-16,GBP,1.302245
2024-01-17,GBP,1.303788
2024-01-18,GBP,1.301001
2024-01-19,GBP,1.29847
2024-01-20,GBP,1.305573
2024-01-21,GBP,1.305976
2024-01-22,GBP,1.306064
2024-01-23,GBP,1.29522
2024-01-24,GBP,1.299121
2024-01-25,GBP,1.306094
2024-01-26,GBP,1.314453
2024-01-27,GBP,1.306816
2024-01-28,GBP,1.308979
2024-01-29,GBP,1.312586
2024-01-30,GBP,1.313658
2024-01-31,GBP,1.315906
2024-02-01,GBP,1.316298
2024-02-02,GBP,1.316955
2024-02-03,GBP,1.322207
2024-02-04,GBP,1.317434
