opportunity_id,account_id,opportunity_name,owner_user_id,opportunity_type,amount,currency,created_date,close_date,stage_name,is_closed,is_won,forecast_category,lead_source
O10154,A1195,Auriga Securities Inc - Expansion,U211,Expansion,36834.0,USD,2025-04-14,2025-07-31,5-Closed Won,True,True,Closed,Event
O11990,A1083,Tessera Networks PLC - Renewal,U205,Renewal,20900.0,USD,2025-09-03,2025-10-30,5-Closed Won,True,True,Closed,Outbound
O11124,A1047,Halcyon Holdings Co - Renewal,U201,Renewal,11500.0,USD,2024-05-01,2024-05-10,5-Closed Won,True,True,Closed,Partner
O11737,A1161,Sable Securities LLC - Renewal,U217,Renewal,352800.0,GBP,2025-01-10,2025-08-03,5-Closed Won,True,True,Closed,Outbound
O12343,A1112,Vertex Securities LLC - Renewal,U208,Renewal,62800.0,USD,2025-11-19,2025-12-26,5-Closed Won,True,True,Closed,Outbound
O10681,A1105,Ardent Holdings Pte Ltd - Renewal,U206,Renewal,126900.0,USD,2026-04-04,2026-08-20,3-Proposal,False,False,Pipeline,Partner
O11959,A1045,Solstice Financial GmbH - Expansion,U210,Expansion,9618.0,USD,2025-04-05,2025-07-19,6-Closed Lost,True,False,Closed,Partner
O11059,A1006,Pinnacle Systems SA - Renewal,U220,Renewal,172700.0,USD,2025-06-02,2025-11-27,5-Closed Won,True,True,Closed,Inbound
O99012,A1217,Stanhope Digital PLC - New Business,U215,New Business,17200.0,USD,2024-02-20,2024-03-25,6-Closed Lost,True,False,Closed,Outbound
O10765,A1385,Umbra Advisors Ltd - New Business,U211,New Business,20500.0,USD,2024-05-21,2024-05-30,6-Closed Lost,True,False,Closed,Inbound
O11054,A1215,Harrow Partners Pte Ltd - Expansion,U223,Expansion,66528.0,USD,2025-09-03,2026-03-22,5-Closed Won,True,True,Closed,Partner
O10829,A1407,Auriga Systems LLC - Expansion,U205,Expansion,10878.0,BRL,2025-08-21,2025-12-11,5-Closed Won,True,True,Closed,Event
O10531,A1332,Pinnacle Capital Co - Renewal,U203,Renewal,0.0,USD,2026-03-20,2026-10-25,2-Qualified,False,False,Pipeline,Outbound
O10270,A1224,Auriga Exchange Co - New Business,U220,New Business,16400.0,USD,2024-06-01,2024-07-23,6-Closed Lost,True,False,Closed,Outbound
O11256,A1281,Norsk Trust Pte Ltd - New Business,U211,New Business,289100.0,BRL,2026-04-08,2026-10-22,1-Discovery,False,False,Best Case,Partner
O10484,A1241,Auriga Exchange Pte Ltd - New Business,U209,New Business,296400.0,SGD,2026-03-08,2026-07-08,1-Discovery,False,False,Best Case,Inbound
O10091,A1270,Beltway Bancorp Co - Renewal,U201,Renewal,267700.0,SGD,2025-04-23,2025-08-07,5-Closed Won,True,True,Closed,Event
O10688,A1303,Auriga Capital Ltd - Expansion,U207,Expansion,22806.0,USD,2025-03-24,2025-05-02,5-Closed Won,True,True,Closed,Inbound
O10652,A1293,Caldera Bancorp SA - Expansion,U203,Expansion,27258.0,BRL,2024-02-13,2024-05-02,6-Closed Lost,True,False,Closed,Partner
O11340,A1287,Tessera Financial LLC - New Business,U219,New Business,40100.0,USD,2026-01-20,2026-02-04,5-Closed Won,True,True,Closed,Partner
O11321,A1012,Harrow Group Pte Ltd - Expansion,U212,Expansion,12474.0,USD,2025-03-30,2025-06-01,6-Closed Lost,True,False,Closed,Inbound
O11666,A1361,Auriga Trust PLC - New Business,U219,New Business,13200.0,USD,2024-10-30,2024-12-22,5-Closed Won,True,True,Closed,Referral
O11963,A1039,Norsk Partners Co - New Business,U207,New Business,48200.0,USD,2025-02-17,2025-03-14,6-Closed Lost,True,False,Closed,Inbound
O12007,A1195,Auriga Securities Inc - New Business,U211,New Business,105500.0,USD,2025-03-25,2025-06-30,5-Closed Won,True,True,Closed,Inbound
O11745,A1406,Auriga Payments Pte Ltd - Renewal,U205,Renewal,296200.0,EUR,2024-06-14,2024-12-29,5-Closed Won,True,True,Closed,Event
O12375,A1023,Umbra Networks LLC - Renewal,U210,Renewal,206800.0,GBP,2025-11-10,2026-04-27,5-Closed Won,True,True,Closed,Inbound
O11954,A1201,Westford Financial Co - New Business,U220,New Business,46600.0,EUR,2024-01-22,2024-03-23,6-Closed Lost,True,False,Closed,Partner
O11219,A1056,Ironclad Payments Inc - Expansion,U206,Expansion,45444.0,USD,2025-10-08,2026-01-19,6-Closed Lost,True,False,Closed,Inbound
O10139,A1077,Meridian Custody SA - New Business,U203,New Business,125700.0,USD,2024-06-27,2024-08-05,6-Closed Lost,True,False,Closed,Inbound
O11293,A1017,Orbit Group LLC - Renewal,U222,Renewal,20900.0,EUR,2025-10-19,2026-01-07,6-Closed Lost,True,False,Closed,Referral
O11298,A1170,Fairlane Analytics Co - Expansion,U220,Expansion,44520.0,USD,2025-05-12,2025-10-06,6-Closed Lost,True,False,Closed,Inbound
O11929,A1140,Dovetail Exchange GmbH - New Business,U202,New Business,36800.0,BRL,2026-01-06,2026-01-19,6-Closed Lost,True,False,Closed,Partner
O10693,A1363,Riverbend Bancorp LLC - Expansion,U223,Expansion,24276.0,EUR,2025-12-13,2026-01-25,6-Closed Lost,True,False,Closed,Outbound
O11908,A1369,Stanhope Labs SA - Renewal,U201,Renewal,49700.0,GBP,2025-10-05,2025-12-27,6-Closed Lost,True,False,Closed,Outbound
O11152,A1254,Granite Exchange LLC - New Business,U200,New Business,18200.0,USD,2024-11-26,2025-01-03,6-Closed Lost,True,False,Closed,Partner
O11132,A1021,Pinnacle Trust SA - Renewal,U209,Renewal,4000.0,BRL,2025-04-11,2025-06-07,5-Closed Won,True,True,Closed,Outbound
O11176,A1390,Cobalt Labs LLC - New Business,U205,New Business,52700.0,GBP,2026-02-20,2026-03-29,6-Closed Lost,True,False,Closed,Outbound
O10519,A1326,Beltway Payments Inc - Expansion,U207,Expansion,89334.0,USD,2024-01-19,2024-04-15,5-Closed Won,True,True,Closed,Outbound
O10534,A1151,Harrow Digital Co - Renewal,U217,Renewal,76900.0,SGD,2026-01-15,2026-02-24,5-Closed Won,True,True,Closed,Inbound
O10386,A1007,Umbra Networks Inc - New Business,U209,New Business,54900.0,USD,2025-09-17,2026-01-06,6-Closed Lost,True,False,Closed,Event
O11360,A1139,Granite Holdings SA - New Business,U214,New Business,68500.0,EUR,2025-04-04,2025-06-17,6-Closed Lost,True,False,Closed,Inbound
O11383,A1370,Beltway Capital GmbH - New Business,U220,New Business,20100.0,USD,2024-03-24,2024-06-28,5-Closed Won,True,True,Closed,Outbound
O11703,A1340,Sable Advisors SA - Renewal,U213,Renewal,161000.0,USD,2024-02-26,2024-08-09,5-Closed Won,True,True,Closed,Outbound
O10357,A1170,Fairlane Analytics Co - New Business,U220,New Business,140000.0,USD,2025-08-11,2026-02-10,6-Closed Lost,True,False,Closed,Inbound
O11991,A1339,Northwind Payments LLC - Expansion,U217,Expansion,10206.0,GBP,2025-07-02,2025-08-17,6-Closed Lost,True,False,Closed,Partner
O10542,A1042,Vertex Networks LLC - Expansion,U203,Expansion,36372.0,USD,2026-06-24,2027-01-19,2-Qualified,False,False,Pipeline,Referral
O10359,A1061,Lattice Securities Inc - New Business,U206,New Business,15300.0,USD,2024-10-09,2024-10-18,6-Closed Lost,True,False,Closed,Partner
O10228,A1127,Palisade Partners PLC - Renewal,U223,Renewal,177700.0,EUR,2024-06-05,2024-09-02,5-Closed Won,True,True,Closed,Inbound
O10904,A1209,Meridian Payments Inc - New Business,U216,New Business,81700.0,GBP,2026-02-14,2026-04-28,6-Closed Lost,True,False,Closed,Outbound
O10369,A1192,Caldera Capital Pte Ltd - Expansion,U214,Expansion,122136.0,USD,2025-05-13,2025-10-24,5-Closed Won,True,True,Closed,Outbound
O11683,A1136,Fairlane Securities GmbH - Expansion,U222,Expansion,15414.0,USD,2025-06-08,2025-06-17,5-Closed Won,True,True,Closed,Inbound
O10298,A1330,Solstice Advisors SA - Renewal,U204,Renewal,106700.0,USD,2024-08-19,2024-11-08,5-Closed Won,True,True,Closed,Event
O12283,A1258,Eastgate Financial Co - New Business,U207,New Business,14600.0,USD,2025-08-17,2025-10-03,6-Closed Lost,True,False,Closed,Outbound
O10828,A1195,Auriga Securities Inc - Expansion,U211,Expansion,114450.0,USD,2024-07-15,2025-01-20,6-Closed Lost,True,False,Closed,Inbound
O11748,A1260,Auriga Bancorp SA - New Business,U220,New Business,88200.0,USD,2024-12-08,2025-02-14,6-Closed Lost,True,False,Closed,Inbound
O10962,A1373,Auriga Ventures Pte Ltd - New Business,U223,New Business,8000.0,SGD,2025-11-22,2026-01-14,6-Closed Lost,True,False,Closed,Partner
O10187,A1122,Norsk Labs GmbH - New Business,U206,New Business,9800.0,USD,2025-05-17,2025-05-31,6-Closed Lost,True,False,Closed,Outbound
O10421,A1136,Fairlane Securities GmbH - Expansion,U222,Expansion,7602.0,USD,2025-10-04,2025-12-13,6-Closed Lost,True,False,Closed,Inbound
O10888,A1115,Harrow Payments PLC - New Business,U214,New Business,27900.0,USD,2026-05-17,2026-07-02,3-Proposal,False,False,Commit,Outbound
O10566,A1140,Dovetail Exchange GmbH - New Business,U202,New Business,80100.0,BRL,2025-01-28,2025-05-23,6-Closed Lost,True,False,Closed,Event
O11284,A1168,Keystone Labs PLC - New Business,U200,New Business,92500.0,USD,2024-05-17,2024-10-01,6-Closed Lost,True,False,Closed,Outbound
O10607,A1264,Lattice Labs Co - New Business,U220,New Business,208900.0,EUR,2024-10-25,2025-02-12,6-Closed Lost,True,False,Closed,Inbound
O10947,A1200,Juniper Custody Inc - New Business,U220,New Business,18900.0,GBP,2024-01-30,2024-04-03,6-Closed Lost,True,False,Closed,Partner
O12391,A1009,Harrow Advisors SA - New Business,U213,New Business,545100.0,USD,2024-12-02,2024-10-24,5-Closed Won,True,True,Closed,Inbound
O10555,A1004,Inlet Securities Inc - New Business,U217,New Business,61900.0,BRL,2025-04-07,2025-07-08,6-Closed Lost,True,False,Closed,Partner
O10037,A1016,Fairlane Ventures Co - Renewal,U212,Renewal,51000.0,BRL,2024-10-04,2024-11-16,5-Closed Won,True,True,Closed,Outbound
O11013,A1238,Quarry Networks PLC - Expansion,U201,Expansion,15666.0,USD,2026-05-18,2026-05-27,5-Closed Won,True,True,Closed,Outbound
O11758,A1331,Sable Capital Co - Expansion,U212,Expansion,6300.0,BRL,2025-12-18,2026-02-10,5-Closed Won,True,True,Closed,Outbound
O11354,A1111,Inlet Securities GmbH - Renewal,U217,Renewal,225700.0,EUR,2024-02-19,2024-04-18,5-Closed Won,True,True,Closed,Inbound
O10811,A1385,Umbra Advisors Ltd - Expansion,U211,Expansion,8358.0,USD,2024-11-07,2024-11-16,6-Closed Lost,True,False,Closed,Outbound
O12576,A1210,Tessera Trust GmbH - Expansion,U206,Expansion,9786.0,GBP,2025-05-18,2025-06-18,5-Closed Won,True,True,Closed,Event
O12522,A1067,Quarry Custody SA - Expansion,U220,Expansion,14322.0,USD,2025-04-22,2025-05-01,5-Closed Won,True,True,Closed,Outbound
O10396,A1114,Zenith Ventures Inc - Renewal,U215,Renewal,170000.0,USD,2024-01-06,2024-04-19,5-Closed Won,True,True,Closed,Outbound
O10878,A1178,Granite Exchange Co - New Business,U203,New Business,88400.0,USD,2025-05-07,2025-09-15,5-Closed Won,True,True,Closed,Inbound
O11617,A1186,Sable Ventures GmbH - New Business,U206,New Business,7300.0,USD,2025-06-08,2025-06-17,6-Closed Lost,True,False,Closed,Outbound
O10561,A1190,Dovetail Custody GmbH - Renewal,U207,Renewal,376400.0,SGD,2024-10-03,2025-04-18,5-Closed Won,True,True,Closed,Inbound
O11281,A1134,Harrow Ventures SA - Expansion,U218,Expansion,26586.0,EUR,2025-12-09,2025-12-19,5-Closed Won,True,True,Closed,Inbound
O10642,A1017,Orbit Group LLC - New Business,U222,New Business,13000.0,EUR,2024-04-23,2024-05-02,6-Closed Lost,True,False,Closed,Referral
O11249,A1013,Tessera Financial Inc - New Business,U220,New Business,382000.0,BRL,2026-02-09,2026-06-06,5-Closed Won,True,True,Closed,Partner
O11351,A1234,Lattice Digital Pte Ltd - New Business,U210,New Business,37900.0,USD,2025-12-24,2026-01-29,6-Closed Lost,True,False,Closed,Inbound
O12378,A1213,Fairlane Financial GmbH - Renewal,U215,Renewal,247600.0,USD,2025-01-30,2025-05-25,5-Closed Won,True,True,Closed,Inbound
O10179,A1418,Redmond Custody GmbH - New Business,U209,New Business,36100.0,SGD,2025-04-10,2025-06-19,6-Closed Lost,True,False,Closed,Inbound
O11721,A1063,Vertex Capital Co - New Business,U217,New Business,58900.0,BRL,2026-04-26,2026-05-14,6-Closed Lost,True,False,Closed,Inbound
O10477,A1412,Riverbend Payments GmbH - New Business,U214,New Business,106100.0,EUR,2025-05-15,2025-05-30,6-Closed Lost,True,False,Closed,Outbound
O11847,A1415,Marrow Advisors GmbH - Renewal,U201,Renewal,19500.0,USD,2025-05-20,2025-08-13,6-Closed Lost,True,False,Closed,Outbound
O11844,A1216,Ironclad Ventures Pte Ltd - Renewal,U208,Renewal,147400.0,BRL,2024-03-04,2024-08-21,6-Closed Lost,True,False,Closed,Inbound
O12042,A1045,Solstice Financial GmbH - Renewal,U210,Renewal,43400.0,USD,2026-05-08,2026-06-25,5-Closed Won,True,True,Closed,Inbound
O10442,A1093,Thorne Bancorp LLC - Expansion,U216,Expansion,3780.0,USD,2025-06-22,2025-07-03,5-Closed Won,True,True,Closed,Event
O10171,A1213,Fairlane Financial GmbH - New Business,U215,New Business,95900.0,USD,2025-08-15,2025-12-16,5-Closed Won,True,True,Closed,Inbound
O10640,A1112,Vertex Securities LLC - Renewal,U208,Renewal,83100.0,USD,2024-05-03,2024-08-03,5-Closed Won,True,True,Closed,Partner
O10429,A1196,Pinnacle Group GmbH - Renewal,U211,Renewal,64200.0,GBP,2025-09-18,2025-12-16,5-Closed Won,True,True,Closed,Partner
O12412,A1307,Zenith Custody GmbH - New Business,U207,New Business,366200.0,USD,2024-04-09,2024-07-24,5-Closed Won,True,True,Closed,Outbound
O11813,A1022,Orbit Trust Co - New Business,U220,New Business,27100.0,EUR,2024-02-13,2024-02-22,5-Closed Won,True,True,Closed,Referral
O10954,A1127,Palisade Partners PLC - Expansion,U223,Expansion,195216.0,EUR,2025-07-05,2025-11-07,5-Closed Won,True,True,Closed,Event
O10906,A1296,Vertex Digital LLC - Renewal,U205,Renewal,203500.0,USD,2026-05-12,2026-11-03,2-Qualified,False,False,Pipeline,Partner
O11430,A1045,Solstice Financial GmbH - Expansion,U210,Expansion,52248.0,USD,2025-07-23,2025-10-14,6-Closed Lost,True,False,Closed,Inbound
O12526,A1294,Sable Payments SA - Renewal,U208,Renewal,51600.0,EUR,2025-03-16,2025-05-15,6-Closed Lost,True,False,Closed,Partner
O11965,A1143,Granite Advisors GmbH - New Business,U211,New Business,196200.0,USD,2024-06-25,2024-11-28,6-Closed Lost,True,False,Closed,Outbound
O11380,A1153,Stanhope Labs Co - Expansion,U215,Expansion,71064.0,GBP,2024-05-23,2024-06-18,6-Closed Lost,True,False,Closed,Outbound
O10608,A1037,Cobalt Group LLC - New Business,U215,New Business,111100.0,USD,2025-06-26,2025-09-14,5-Closed Won,True,True,Closed,Event
O12393,A1147,Westford Advisors LLC - Expansion,U223,Expansion,7602.0,EUR,2024-06-03,2024-09-08,5-Closed Won,True,True,Closed,Inbound
O10647,A1339,Northwind Payments LLC - Renewal,U217,Renewal,27000.0,GBP,2026-02-22,2026-06-03,5-Closed Won,True,True,Closed,Outbound
O10944,A1387,Halcyon Securities PLC - Renewal,U216,Renewal,119700.0,USD,2024-09-30,2024-10-28,5-Closed Won,True,True,Closed,Event
O11788,A1019,Keystone Ventures Ltd - Expansion,U217,Expansion,3822.0,USD,2025-06-10,2025-06-19,6-Closed Lost,True,False,Closed,Partner
O12320,A1061,Lattice Securities Inc - New Business,U206,New Business,17800.0,USD,2026-02-18,2026-03-25,6-Closed Lost,True,False,Closed,Inbound
O10551,A1061,Lattice Securities Inc - Renewal,U206,Renewal,23800.0,USD,2025-02-05,2025-02-14,5-Closed Won,True,True,Closed,Referral
O11411,A1308,Caldera Partners Ltd - New Business,U215,New Business,101100.0,BRL,2025-01-21,2025-03-29,6-Closed Lost,True,False,Closed,Inbound
O10422,A1358,Palisade Partners Co - New Business,U217,New Business,652000.0,BRL,2025-02-11,2025-08-11,6-Closed Lost,True,False,Closed,Outbound
O10557,A1153,Stanhope Labs Co - Expansion,U215,Expansion,21672.0,GBP,2025-11-06,2026-02-22,5-Closed Won,True,True,Closed,Event
O11647,A1180,Sable Ventures PLC - Expansion,U208,Expansion,51114.0,EUR,2026-03-14,2026-07-30,3-Proposal,False,False,Pipeline,Outbound
O12337,A1291,Ironclad Financial Pte Ltd - Expansion,U213,Expansion,2898.0,USD,2024-01-09,2024-01-22,5-Closed Won,True,True,Closed,Event
O10462,A1196,Pinnacle Group GmbH - New Business,U211,New Business,98800.0,GBP,2024-11-27,2025-01-16,6-Closed Lost,True,False,Closed,Partner
O12145,A1372,Quarry Partners LLC - New Business,U223,New Business,60200.0,USD,2025-12-28,2026-03-12,6-Closed Lost,True,False,Closed,Inbound
O10896,A1110,Redmond Systems Ltd - New Business,U203,New Business,33500.0,EUR,2025-03-23,2025-08-09,5-Closed Won,True,True,Closed,Outbound
O11498,A1361,Auriga Trust PLC - Expansion,U219,Expansion,4914.0,USD,2026-05-29,2026-07-14,2-Qualified,False,False,Best Case,Inbound
O12537,A1242,Tessera Advisors SA - New Business,U209,New Business,17500.0,GBP,2025-03-17,2025-04-29,6-Closed Lost,True,False,Closed,Outbound
O10427,A1288,Eastgate Holdings LLC - New Business,U200,New Business,-41460.0,EUR,2025-02-11,2025-03-25,6-Closed Lost,True,False,Closed,Outbound
O11510,A1246,Redmond Partners GmbH - Expansion,U219,Expansion,11844.0,EUR,2025-04-14,2025-07-29,6-Closed Lost,True,False,Closed,Outbound
O11521,A1180,Sable Ventures PLC - Expansion,U208,Expansion,29400.0,EUR,2024-12-03,2025-04-03,6-Closed Lost,True,False,Closed,Inbound
O11065,A1386,Cobalt Digital Pte Ltd - New Business,U216,New Business,36000.0,GBP,2024-09-11,2024-10-08,5-Closed Won,True,True,Closed,Partner
O11838,A1114,Zenith Ventures Inc - New Business,U215,New Business,255100.0,USD,2025-12-14,2026-04-04,5-Closed Won,True,True,Closed,Inbound
O12373,A1082,Keystone Ventures GmbH - Expansion,U216,Expansion,45864.0,BRL,2024-02-16,2024-05-10,5-Closed Won,True,True,Closed,Inbound
O12370,A1143,Granite Advisors GmbH - Expansion,U211,Expansion,48342.0,USD,2024-04-09,2024-10-29,6-Closed Lost,True,False,Closed,Referral
O10803,A1183,Auriga Networks SA - Expansion,U216,Expansion,32340.0,GBP,2025-02-11,2025-03-27,5-Closed Won,True,True,Closed,Outbound
O11448,A1367,Cobalt Payments Ltd - Expansion,U223,Expansion,128772.0,USD,2024-10-06,2025-02-20,6-Closed Lost,True,False,Closed,Outbound
O10224,A1298,Inlet Systems GmbH - Expansion,U219,Expansion,99960.0,BRL,2025-07-31,2025-11-30,6-Closed Lost,True,False,Closed,Inbound
O11435,A1136,Fairlane Securities GmbH - New Business,U222,New Business,27100.0,USD,2025-11-11,2025-11-20,5-Closed Won,True,True,Closed,Partner
O11015,A1074,Vertex Systems Pte Ltd - Expansion,U213,Expansion,22260.0,GBP,2024-10-02,2024-12-02,6-Closed Lost,True,False,Closed,Inbound
O11412,A1092,Halcyon Financial PLC - Renewal,U205,Renewal,23100.0,EUR,2025-03-17,2025-03-26,5-Closed Won,True,True,Closed,Outbound
O10137,A1238,Quarry Networks PLC - New Business,U201,New Business,16300.0,USD,2024-04-20,2024-04-29,5-Closed Won,True,True,Closed,Outbound
O10897,A1218,Dovetail Custody PLC - New Business,U221,New Business,69200.0,USD,2024-07-07,2024-11-03,6-Closed Lost,True,False,Closed,Inbound
O11570,A1348,Stanhope Custody LLC - New Business,U203,New Business,196400.0,USD,2025-12-12,2026-05-08,6-Closed Lost,True,False,Closed,Inbound
O12561,A1201,Westford Financial Co - New Business,U220,New Business,73400.0,EUR,2025-10-25,2025-11-03,6-Closed Lost,True,False,Closed,Outbound
O11571,A1133,Sable Labs Inc - Renewal,U217,Renewal,45700.0,BRL,2024-04-22,2024-08-05,5-Closed Won,True,True,Closed,Partner
O10494,A1216,Ironclad Ventures Pte Ltd - New Business,U208,New Business,151700.0,BRL,2024-04-24,2024-07-14,6-Closed Lost,True,False,Closed,Event
O10880,A1249,Vantage Trust PLC - New Business,U204,New Business,112200.0,BRL,2024-11-17,2024-12-14,6-Closed Lost,True,False,Closed,Inbound
O10928,A1311,Cobalt Financial Inc - Renewal,U214,Renewal,312600.0,USD,2024-05-22,2024-08-07,5-Closed Won,True,True,Closed,Inbound
O11810,A1183,Auriga Networks SA - New Business,U216,New Business,43300.0,GBP,2025-07-12,2025-09-23,5-Closed Won,True,True,Closed,Referral
O12334,A1039,Norsk Partners Co - Expansion,U207,Expansion,12516.0,USD,2024-01-24,2024-03-04,5-Closed Won,True,True,Closed,Event
O11976,A1203,Harrow Partners Co - Expansion,U207,Expansion,26124.0,USD,2025-06-02,2025-09-15,5-Closed Won,True,True,Closed,Event
O11002,A1371,Palisade Systems Inc - Renewal,U210,Renewal,36900.0,USD,2024-11-27,2025-03-16,5-Closed Won,True,True,Closed,Inbound
O10862,A1305,Norsk Payments LLC - Expansion,U201,Expansion,12558.0,USD,2026-05-03,2026-05-27,5-Closed Won,True,True,Closed,Outbound
O10684,A1155,Keystone Digital PLC - Expansion,U223,Expansion,25032.0,BRL,2026-01-17,2026-05-20,6-Closed Lost,True,False,Closed,Event
O12212,A1081,Zenith Digital Ltd - Expansion,U205,Expansion,32802.0,USD,2025-12-18,2026-01-30,5-Closed Won,True,True,Closed,Outbound
O11012,A1195,Auriga Securities Inc - Expansion,U211,Expansion,80220.0,USD,2025-11-04,2026-03-02,5-Closed Won,True,True,Closed,Referral
O11492,A1045,Solstice Financial GmbH - New Business,U210,New Business,76700.0,USD,2025-10-09,2026-02-01,6-Closed Lost,True,False,Closed,Outbound
O99029,A1077,Meridian Custody SA - New Business,U203,New Business,125700.0,USD,2024-06-27,2024-08-05,6-Closed Lost,True,False,Closed,Inbound
O11164,A1246,Redmond Partners GmbH - New Business,U219,New Business,51900.0,EUR,2025-11-08,2026-01-12,6-Closed Lost,True,False,Closed,Partner
O12148,A1260,Auriga Bancorp SA - New Business,U220,New Business,62800.0,USD,2024-06-10,2024-07-07,5-Closed Won,True,True,Closed,Outbound
O11718,A1319,Fairlane Securities PLC - Expansion,U201,Expansion,168504.0,USD,2025-08-04,2025-10-27,6-Closed Lost,True,False,Closed,Referral
O11555,A1040,Lattice Holdings Pte Ltd - Expansion,U219,Expansion,30996.0,USD,2024-12-29,2025-01-07,5-Closed Won,True,True,Closed,Inbound
O12422,A1219,Stanhope Partners PLC - New Business,U214,New Business,312900.0,USD,2024-06-19,2024-08-21,6-Closed Lost,True,False,Closed,Event
O11800,A1287,Tessera Financial LLC - New Business,U219,New Business,6100.0,USD,2024-02-15,2024-02-24,6-Closed Lost,True,False,Closed,Outbound
O11021,A1286,Cobalt Group Ltd - New Business,U206,New Business,27000.0,USD,2025-01-09,2025-02-23,5-Closed Won,True,True,Closed,Event
O99007,A1181,Thorne Analytics SA - New Business,U211,New Business,80400.0,USD,2025-06-17,2025-09-01,6-Closed Lost,True,False,Closed,Partner
O10698,A1050,Solstice Bancorp SA - Expansion,U215,Expansion,19152.0,EUR,2024-05-25,2024-07-01,5-Closed Won,True,True,Closed,Event
O11893,A1274,Tessera Exchange LLC - Expansion,U214,Expansion,176106.0,EUR,2024-07-12,2025-02-04,5-Closed Won,True,True,Closed,Inbound
O10245,A1335,Quarry Financial Co - Expansion,U213,Expansion,122472.0,USD,2026-04-14,2026-07-20,4-Negotiation,False,False,Pipeline,Partner
O11690,A1217,Stanhope Digital PLC - Renewal,U215,Renewal,25400.0,USD,2026-04-04,2026-05-11,5-Closed Won,True,True,Closed,Inbound
O11828,A1115,Harrow Payments PLC - New Business,U214,New Business,101700.0,USD,2025-02-22,2025-04-26,6-Closed Lost,True,False,Closed,Outbound
O11534,A1266,Vertex Capital Ltd - New Business,U220,New Business,77600.0,USD,2024-08-23,2025-01-01,5-Closed Won,True,True,Closed,Inbound
O12341,A1252,Auriga Capital Pte Ltd - New Business,U201,New Business,35200.0,USD,2026-01-10,2026-02-02,6-Closed Lost,True,False,Closed,Partner
O10314,A1048,Umbra Labs LLC - Renewal,U214,Renewal,46200.0,USD,2024-07-16,2024-10-30,5-Closed Won,True,True,Closed,Event
O12247,A1034,Riverbend Labs GmbH - Expansion,U216,Expansion,27426.0,USD,2026-03-20,2026-04-22,6-Closed Lost,True,False,Closed,Outbound
O98046,A9505,Vertex Trust Pte Ltd - New Business,U207,New Business,143300.0,USD,2026-02-02,2026-06-24,6-Closed Lost,True,False,Closed,Referral
O12030,A1051,Bluewater Systems Ltd - New Business,U202,New Business,56100.0,USD,2025-03-22,2025-05-25,5-Closed Won,True,True,Closed,Inbound
O11292,A1103,Granite Financial Ltd - Renewal,U221,Renewal,48500.0,GBP,2024-03-22,2024-07-17,5-Closed Won,True,True,Closed,Inbound
O11218,A1069,Lattice Networks LLC - New Business,U219,New Business,219900.0,USD,2024-02-13,2024-03-17,6-Closed Lost,True,False,Closed,Inbound
O12095,A1252,Auriga Capital Pte Ltd - Expansion,U201,Expansion,29358.0,USD,2024-02-17,2024-03-27,6-Closed Lost,True,False,Closed,Referral
O10751,A1208,Marrow Labs PLC - Expansion,U219,Expansion,5292.0,USD,2026-06-01,2026-07-13,1-Discovery,False,False,Pipeline,Partner
O10994,A1158,Auriga Labs Ltd - Renewal,U213,Renewal,4400.0,USD,2025-04-08,2025-04-05,5-Closed Won,True,True,Closed,Referral
O11034,A1148,Norsk Trust Co - New Business,U210,New Business,12100.0,USD,2024-05-21,2024-08-28,6-Closed Lost,True,False,Closed,Inbound
O11957,A1305,Norsk Payments LLC - Renewal,U201,Renewal,46200.0,USD,2024-02-05,2024-07-01,5-Closed Won,True,True,Closed,Partner
O10028,A1362,Juniper Systems SA - New Business,U208,New Business,219900.0,USD,2026-03-17,2026-07-15,4-Negotiation,False,False,Best Case,Outbound
O10288,A1262,Eastgate Partners Ltd - Expansion,U217,Expansion,5208.0,USD,2024-07-26,2024-08-11,6-Closed Lost,True,False,Closed,Partner
O11294,A1033,Ironclad Partners Co - New Business,U207,New Business,77500.0,USD,2024-04-20,2024-09-13,5-Closed Won,True,True,Closed,Inbound
O10256,A1373,Auriga Ventures Pte Ltd - Renewal,U223,Renewal,48300.0,SGD,2024-03-01,2024-05-20,5-Closed Won,True,True,Closed,Inbound
O10311,A1268,Caldera Digital Pte Ltd - Renewal,U210,Renewal,10600.0,GBP,2026-02-17,2026-02-26,5-Closed Won,True,True,Closed,Outbound
O10671,A1245,Quarry Exchange LLC - Expansion,U205,Expansion,9954.0,EUR,2024-09-01,2024-10-08,5-Closed Won,True,True,Closed,Outbound
O11706,A1100,Fairlane Trust LLC - New Business,U215,New Business,223000.0,USD,2024-07-17,2024-08-25,6-Closed Lost,True,False,Closed,Outbound
O11202,A1071,Westford Systems Pte Ltd - Expansion,U218,Expansion,36582.0,USD,2024-03-06,2024-09-10,5-Closed Won,True,True,Closed,Inbound
O12167,A1280,Lumen Advisors PLC - New Business,U201,New Business,91700.0,SGD,2026-05-24,2026-09-29,1-Discovery,False,False,Pipeline,Partner
O10360,A1107,Keystone Bancorp Ltd - New Business,U222,New Business,64500.0,USD,2026-02-27,2026-06-20,5-Closed Won,True,True,Closed,Referral
O12402,A1059,Halcyon Analytics Ltd - New Business,U217,New Business,178900.0,USD,2025-05-10,2025-08-08,6-Closed Lost,True,False,Closed,Inbound
