subscription_id,account_id,source_opportunity_id,product_name,arr,currency,term_start_date,term_end_date,billing_frequency,status,replaced_by_subscription_id
S20278,A1017,O10262,API Access,8600.0,EUR,2024-12-11,2025-12-11,Quarterly,Expired,
S20279,A1195,O11208,Core Platform,108234.0,USD,2024-12-12,2025-12-12,Quarterly,Churned,
S20280,A1052,O11736,API Access,75800.0,USD,2024-12-13,2025-12-13,Quarterly,Expired,
S20281,A1170,O12040,Core Platform,35078.03,USD,2024-12-18,2025-12-18,Quarterly,Expired,
S20282,A1170,O12040,API Access,48469.88,USD,2024-12-18,2025-12-18,Annual,Churned,
S20283,A1349,O11057,Core Platform,30400.0,USD,2024-12-18,2025-12-18,Annual,Churned,
S20284,A1136,O11204,Managed Training,12400.0,USD,2024-12-18,2025-12-18,Annual,Expired,
S20285,A1400,O12248,Core Platform,122379.13,USD,2024-12-20,2025-12-20,Annual,Expired,
S20286,A1400,O12248,API Access,67320.79,USD,2024-12-20,2025-12-20,Annual,Expired,
S20287,A1310,O12473,Core Platform,14448.0,USD,2024-12-20,2025-12-20,Annual,Expired,
S20288,A1361,O11666,API Access,8452.3,USD,2024-12-22,2025-12-22,Annual,Expired,
S20289,A1361,O11666,Managed Training,2522.14,USD,2024-12-22,2027-12-22,Annual,Active,
S20290,A1035,O11588,Managed Training,54437.35,USD,2024-12-22,2025-12-22,Annual,Expired,
S20291,A1035,O11588,Advanced Analytics,100674.48,USD,2024-12-22,2025-12-22,Annual,Expired,
S20292,A1195,O11505,Advanced Analytics,155700.0,USD,2024-12-23,2025-12-23,Annual,Expired,
S20293,A1248,O11608,Core Platform,65940.0,USD,2024-12-26,2026-12-26,Annual,Active,
S20294,A1236,O12445,API Access,8100.0,USD,2024-12-27,2025-12-27,Quarterly,Expired,
S20295,A1213,O10066,Advanced Analytics,135802.01,USD,2024-12-31,2025-12-31,Annual,Churned,
S20296,A1213,O10066,Managed Training,78954.71,USD,2024-12-31,2026-12-31,Annual,Active,
S20297,A1266,O11534,Core Platform,42141.01,USD,2025-01-01,2026-01-01,Annual,Expired,
S20298,A1266,O11534,API Access,44303.24,USD,2025-01-01,2026-01-01,Annual,Churned,
S20299,A1142,O12081,Managed Training,86289.0,USD,2025-01-02,2027-01-02,Quarterly,Active,
S20300,A1279,O10691,Managed Training,10542.0,USD,2025-01-02,2027-01-02,Annual,Active,
S20301,A1206,O11197,Managed Training,45422.61,USD,2025-01-05,2026-01-05,Annual,Expired,
S20302,A1206,O11197,API Access,48070.12,USD,2025-01-05,2026-01-05,Annual,Expired,
S20303,A1102,O10343,Managed Training,52823.33,USD,2025-01-06,2026-01-06,Monthly,Expired,
S20304,A1102,O10343,Core Platform,22277.73,USD,2025-01-06,2027-01-06,Annual,Active,
S20305,A1040,O11555,API Access,30996.0,USD,2025-01-07,2026-01-07,Annual,Churned,
S20306,A1323,O10993,API Access,14700.0,SGD,2025-01-07,2028-01-07,Annual,Active,
S20307,A1211,O12493,Core Platform,2456.44,BRL,2025-01-14,2026-01-14,Quarterly,Expired,
S20308,A1211,O12493,Advanced Analytics,1688.01,BRL,2025-01-14,2026-01-14,Annual,Expired,
S20309,A1346,O11507,Advanced Analytics,15418.8,USD,2025-01-17,2027-01-17,Quarterly,Active,
S20310,A1346,O11507,API Access,24027.9,USD,2025-01-17,2026-01-17,Annual,Expired,
S20311,A1024,O12092,Advanced Analytics,86224.28,USD,2025-01-18,2026-01-18,Annual,Expired,
S20312,A1024,O12092,Core Platform,84352.99,USD,2025-01-18,2026-01-18,Annual,Expired,
S20313,A1282,O10023,API Access,24570.0,USD,2025-01-19,2028-01-19,Quarterly,Active,
S20314,A1204,O12523,API Access,18732.0,USD,2025-01-21,2026-01-21,Monthly,Expired,
S20315,A1279,O11741,API Access,14700.0,USD,2025-01-26,2026-01-26,Annual,Expired,
S20316,A1392,O11640,Core Platform,7458.08,EUR,2025-01-27,2026-01-27,Annual,Expired,
S20317,A1392,O11640,Advanced Analytics,5726.87,EUR,2025-01-27,2026-01-27,Annual,Expired,
S20318,A1233,O10874,Core Platform,22344.0,USD,2025-01-30,2026-01-30,Annual,Expired,
S20319,A1236,O11154,Core Platform,13119.79,USD,2025-01-31,2026-01-31,Annual,Expired,
S20320,A1236,O11154,Advanced Analytics,17877.84,USD,2025-01-31,2026-01-31,Annual,Expired,
S20321,A1274,O11893,Core Platform,49589.45,EUR,2025-02-04,2028-02-04,Annual,Active,
S20322,A1274,O11893,Managed Training,84223.19,EUR,2025-02-04,2026-02-04,Annual,Expired,
S20323,A1344,O11615,API Access,12545.81,USD,2025-02-07,2026-02-07,Quarterly,Expired,
S20324,A1344,O11615,Advanced Analytics,17359.51,USD,2025-02-07,2026-02-07,Quarterly,Expired,
S20325,A1121,O11410,Advanced Analytics,21462.0,USD,2025-02-14,2027-02-14,Annual,Active,
S20326,A1366,O10810,Core Platform,9278.64,USD,2025-02-15,2028-02-15,Annual,Active,
S20327,A1366,O10810,Advanced Analytics,33228.37,USD,2025-02-15,2026-02-15,Quarterly,Expired,
S20328,A1410,O10242,Managed Training,98600.0,USD,2025-02-17,2026-02-17,Annual,Expired,
S20329,A1087,O11228,Core Platform,8855.13,USD,2025-02-18,2026-02-18,Annual,Expired,
S20330,A1087,O11228,API Access,5090.96,USD,2025-02-18,2026-02-18,Quarterly,Expired,
S20331,A1072,O11950,Core Platform,1952.34,GBP,2025-02-19,2028-02-19,Quarterly,Active,
S20332,A1072,O11950,Advanced Analytics,11340.75,GBP,2025-02-19,2026-02-19,Annual,Expired,
S20333,A1136,O10867,Advanced Analytics,17500.0,USD,2025-02-21,2026-02-21,Annual,Expired,
S20334,A1286,O11021,Core Platform,27000.0,USD,2025-02-23,2026-02-23,Annual,Expired,
S20335,A1026,O10293,Core Platform,3733.33,USD,2025-02-24,2028-02-24,Annual,Active,
S20336,A1078,O11423,Core Platform,23688.0,USD,2025-02-24,2026-02-24,Annual,Expired,
S20337,A1209,O10611,API Access,29699.29,GBP,2025-02-25,2026-02-25,Monthly,Expired,
S20338,A1209,O10611,Core Platform,27083.0,GBP,2025-02-25,2026-02-25,Annual,Expired,
S20339,A1225,O11392,Advanced Analytics,11004.0,USD,2025-02-25,2026-02-25,Annual,Expired,
S20340,A1414,O11907,Advanced Analytics,25065.68,USD,2025-03-01,2027-03-01,Quarterly,Active,
S20341,A1414,O11907,API Access,31528.02,USD,2025-03-01,2027-03-01,Annual,Active,
S20342,A1130,O12407,Advanced Analytics,303925.83,USD,2025-03-07,2026-03-07,Quarterly,Expired,
S20343,A1130,O12407,Managed Training,172197.89,USD,2025-03-07,2026-03-07,Annual,Expired,
S20344,A1251,O10322,Advanced Analytics,19600.0,GBP,2025-03-07,2026-03-07,Annual,Expired,
S20345,A1414,O11170,Core Platform,28062.07,USD,2025-03-08,2026-03-08,Annual,Expired,
S20346,A1414,O11170,Managed Training,25348.37,USD,2025-03-08,2026-03-08,Annual,Expired,
S20347,A1417,O10324,Managed Training,156633.33,USD,2025-03-09,2028-03-09,Quarterly,Active,
S20348,A1357,O12301,Advanced Analytics,23184.0,GBP,2025-03-09,2026-03-09,Annual,Expired,
S20349,A1237,O10466,Advanced Analytics,19336.87,SGD,2025-03-09,2027-03-09,Annual,Active,
S20350,A1237,O10466,Managed Training,37142.1,SGD,2025-03-09,2026-03-09,Annual,Expired,
S20351,A1089,O10629,API Access,12700.0,BRL,2025-03-11,2026-03-11,Annual,Expired,
S20352,A1088,O12005,API Access,25700.0,EUR,2025-03-13,2026-03-13,Annual,Expired,
S20353,A1178,O12160,API Access,25830.0,USD,2025-03-14,2026-03-14,Annual,Expired,
S20354,A1009,O12563,API Access,16569.0,USD,2025-03-18,2027-03-18,Annual,Active,
S20355,A1134,O11120,Advanced Analytics,32319.0,EUR,2025-03-19,2027-03-19,Quarterly,Active,
S20356,A1084,O11195,Core Platform,35400.0,USD,2025-03-19,2026-03-19,Monthly,Expired,
S20357,A1320,O10232,Advanced Analytics,39800.0,USD,2025-03-23,2027-03-23,Annual,Active,
S20358,A1359,O10614,API Access,1605.34,EUR,2025-03-23,2028-03-23,Annual,Active,
S20359,A1359,O10614,Managed Training,7598.8,EUR,2025-03-23,2026-03-23,Annual,Expired,
S20360,A1233,O11964,Advanced Analytics,19123.31,USD,2025-03-25,2028-03-25,Annual,Active,
S20361,A1233,O11964,Managed Training,56594.57,USD,2025-03-25,2026-03-25,Annual,Churned,
S20362,A1302,O11044,Advanced Analytics,18864.67,EUR,2025-03-27,2026-03-27,Annual,Expired,
S20363,A1302,O11044,API Access,4818.47,EUR,2025-03-27,2027-03-27,Annual,Amended,S99008
S20364,A1183,O10803,API Access,25638.38,GBP,2025-03-27,2026-03-27,Quarterly,Expired,
S20365,A1183,O10803,Advanced Analytics,32265.27,GBP,2025-03-27,2026-03-27,Quarterly,Churned,
S20366,A1133,O10143,Advanced Analytics,121600.0,BRL,2025-03-28,2026-03-28,Annual,Churned,
S20367,A1202,O11769,Managed Training,22302.0,USD,2025-04-03,2027-04-03,Annual,Active,
S20368,A1233,O11763,API Access,36900.0,USD,2025-04-05,2027-04-05,Annual,Active,
S20369,A1370,O11010,API Access,21800.0,USD,2025-04-05,2026-04-05,Monthly,Expired,
S20370,A1148,O12431,API Access,6042.82,USD,2025-04-06,2026-04-06,Quarterly,Churned,
S20371,A1148,O12431,Managed Training,6045.85,USD,2025-04-06,2026-04-06,Monthly,Churned,
S20372,A1031,O11809,Core Platform,18448.79,GBP,2025-04-09,2026-04-09,Annual,Expired,
S20373,A1031,O11809,Advanced Analytics,25516.53,GBP,2025-04-09,2026-04-09,Annual,Expired,
S20374,A1066,O11483,Core Platform,34501.07,USD,2025-04-10,2026-04-10,Quarterly,Expired,
S20375,A1066,O11483,Advanced Analytics,61095.57,USD,2025-04-10,2026-04-10,Annual,Expired,
S20376,A1416,O12503,Managed Training,20608.72,SGD,2025-04-12,2026-04-12,Annual,Expired,
S20377,A1416,O12503,API Access,18321.77,SGD,2025-04-12,2026-04-12,Annual,Expired,
S20378,A1057,O10937,Core Platform,153174.0,USD,2025-04-12,2026-04-12,Annual,Expired,
S20379,A1322,O10500,Advanced Analytics,2156.13,USD,2025-04-13,2027-04-13,Annual,Active,
S20380,A1322,O10500,API Access,2510.31,USD,2025-04-13,2028-04-13,Annual,Active,
S20381,A1137,O10338,Core Platform,90066.67,USD,2025-04-13,2028-04-13,Quarterly,Active,
S20382,A1356,O11113,Managed Training,172000.0,BRL,2025-04-14,2026-04-14,Annual,Expired,
S20383,A1401,O12233,Core Platform,8200.0,BRL,2025-04-14,2026-04-14,Annual,Expired,
S20384,A1289,O11241,Advanced Analytics,5772.71,GBP,2025-04-14,2026-04-14,Quarterly,Expired,
S20385,A1289,O11241,Managed Training,5810.93,GBP,2025-04-14,2026-04-14,Annual,Expired,
S20386,A1104,O10234,Advanced Analytics,5688.15,USD,2025-04-14,2026-04-14,Annual,Expired,
S20387,A1104,O10234,Managed Training,3504.29,USD,2025-04-14,2026-04-14,Annual,Expired,
S20388,A1196,O10820,API Access,171429.66,GBP,2025-04-16,2026-04-16,Annual,Churned,
S20389,A1196,O10820,Managed Training,159289.58,GBP,2025-04-16,2026-04-16,Quarterly,Expired,
S20390,A1099,O10987,Managed Training,272799.96,EUR,2025-04-17,2026-04-17,Monthly,Expired,
S20391,A1099,O10987,API Access,137431.65,EUR,2025-04-17,2026-04-17,Annual,Expired,
S20392,A1031,O10217,API Access,166100.0,GBP,2025-04-18,2026-04-18,Annual,Expired,
S20393,A1037,O10122,Core Platform,26881.53,USD,2025-04-18,2026-04-18,Annual,Expired,
S20394,A1037,O10122,Managed Training,30416.3,USD,2025-04-18,2026-04-18,Annual,Expired,
S20395,A1144,O11472,Core Platform,1920.81,USD,2025-04-19,2027-04-19,Annual,Active,
S20396,A1144,O11472,API Access,3778.04,USD,2025-04-19,2026-04-19,Annual,Expired,
S20397,A1219,O10605,API Access,11634.86,USD,2025-04-20,2026-04-20,Monthly,Churned,
S20398,A1219,O10605,Advanced Analytics,12663.81,USD,2025-04-20,2026-04-20,Quarterly,Expired,
S20399,A1319,O10758,API Access,166100.0,USD,2025-04-22,2026-04-22,Annual,Expired,
S20400,A1228,O12012,Managed Training,16519.07,USD,2025-04-22,2026-04-22,Annual,Expired,
S20401,A1228,O12012,Advanced Analytics,8640.38,USD,2025-04-22,2026-04-22,Annual,Expired,
S20402,A1198,O10872,API Access,29757.0,USD,2025-04-24,2027-04-24,Quarterly,Active,
S20403,A1329,O12031,Core Platform,114030.0,USD,2025-04-24,2026-04-24,Annual,Expired,
S20404,A1154,O10687,Core Platform,37800.0,GBP,2025-04-26,2026-04-26,Annual,Expired,
S20405,A1175,O12394,Core Platform,3562.17,USD,2025-04-26,2026-04-26,Annual,Expired,
S20406,A1175,O12394,API Access,3344.38,USD,2025-04-26,2026-04-26,Quarterly,Expired,
S20407,A1041,O11148,Core Platform,5589.46,USD,2025-04-26,2026-04-26,Monthly,Expired,
S20408,A1041,O11148,API Access,3695.54,USD,2025-04-26,2026-04-26,Quarterly,Expired,
S20409,A1009,O12391,Core Platform,545100.0,USD,2025-04-29,2026-04-29,Monthly,Churned,
S20410,A1067,O12522,Managed Training,7048.23,USD,2025-05-01,2027-05-01,Annual,Active,
S20411,A1067,O12522,Advanced Analytics,8653.14,USD,2025-05-01,2026-05-01,Annual,Expired,
S20412,A1303,O10688,API Access,21866.43,USD,2025-05-02,2026-05-02,Quarterly,Expired,
S20413,A1303,O10688,Managed Training,16766.48,USD,2025-05-02,2026-05-02,Annual,Expired,
S20414,A1151,O12594,Advanced Analytics,39681.95,SGD,2025-05-03,2026-05-03,Quarterly,Expired,
S20415,A1151,O12594,API Access,22070.65,SGD,2025-05-03,2026-05-03,Annual,Expired,
S20416,A1244,O12251,Core Platform,9053.73,USD,2025-05-03,2026-05-03,Annual,Expired,
S20417,A1244,O12251,Managed Training,6364.36,USD,2025-05-03,2027-05-03,Quarterly,Active,
S20418,A1399,O12447,Advanced Analytics,5901.0,USD,2025-05-04,2027-05-04,Annual,Active,
S20419,A1401,O12427,API Access,1270.09,BRL,2025-05-05,2028-05-05,Annual,Active,
S20420,A1401,O12427,Advanced Analytics,3554.29,BRL,2025-05-05,2026-05-05,Annual,Expired,
S20421,A1166,O10284,Managed Training,92080.95,GBP,2025-05-06,2026-05-06,Monthly,Expired,
S20422,A1166,O10284,Core Platform,68509.26,GBP,2025-05-06,2027-05-06,Annual,Active,
S20423,A1124,O11088,Core Platform,49634.77,USD,2025-05-07,2026-05-07,Annual,Expired,
S20424,A1124,O11088,API Access,30745.57,USD,2025-05-07,2026-05-07,Annual,Expired,
S20425,A1070,O11301,Managed Training,6482.0,USD,2025-05-09,2028-05-09,Annual,Active,
S20426,A1077,O11686,Core Platform,87800.0,USD,2025-05-09,2026-05-09,Annual,Expired,
S20427,A1211,O11644,API Access,3901.19,BRL,2025-05-11,2027-05-11,Annual,Active,
S20428,A1211,O11644,Managed Training,2324.22,BRL,2025-05-11,2027-05-11,Quarterly,Active,
S20429,A1412,O10859,Advanced Analytics,246695.95,EUR,2025-05-12,2026-05-12,Quarterly,Expired,
S20430,A1412,O10859,Core Platform,145577.67,EUR,2025-05-12,2026-05-12,Quarterly,Churned,
S20431,A1315,O12269,API Access,105721.27,USD,2025-05-20,2027-05-20,Annual,Active,
S20432,A1315,O12269,Core Platform,262002.07,USD,2025-05-20,2026-05-20,Monthly,Expired,
S20433,A1261,O11123,Advanced Analytics,22873.91,USD,2025-05-20,2027-05-20,Annual,Active,
S20434,A1261,O11123,Managed Training,50359.37,USD,2025-05-20,2026-05-20,Annual,Expired,
S20435,A1415,O11526,Core Platform,10689.0,USD,2025-05-21,2027-05-21,Quarterly,Active,
S20436,A1354,O11286,Managed Training,6762.0,SGD,2025-05-21,2026-05-21,Monthly,Expired,
S20437,A1117,O10291,Advanced Analytics,6261.63,USD,2025-05-21,2026-05-21,Annual,Expired,
S20438,A1117,O10291,Managed Training,4034.76,USD,2025-05-21,2026-05-21,Quarterly,Expired,
S20439,A1081,O12444,Core Platform,13692.0,USD,2025-05-24,2027-05-24,Annual,Active,
S20440,A1051,O12030,Managed Training,21691.94,USD,2025-05-25,2027-05-25,Monthly,Active,
S20441,A1051,O12030,Core Platform,46928.72,USD,2025-05-25,2026-05-25,Monthly,Churned,
S20442,A1052,O10588,Managed Training,25700.0,USD,2025-05-28,2026-05-28,Annual,Expired,
S20443,A1014,O10789,Core Platform,2646.0,SGD,2025-05-29,2027-05-29,Quarterly,Active,
S20444,A1219,O11771,Core Platform,28838.47,USD,2025-05-31,2026-05-31,Annual,Expired,
S20445,A1219,O11771,Managed Training,25336.96,USD,2025-05-31,2026-05-31,Annual,Expired,
S20446,A1306,O11103,Advanced Analytics,154872.62,USD,2025-06-02,2026-06-02,Annual,Expired,
S20447,A1306,O11103,Core Platform,47346.93,USD,2025-06-02,2027-06-02,Annual,Active,
S20448,A1046,O10587,API Access,16727.53,USD,2025-06-15,2026-06-15,Annual,Expired,
S20449,A1046,O10587,Managed Training,7478.69,USD,2025-06-15,2028-06-15,Annual,Active,
S20450,A1394,O12591,Advanced Analytics,13876.77,USD,2025-06-16,2026-06-16,Annual,Expired,
S20451,A1394,O12591,Managed Training,22169.98,USD,2025-06-16,2026-06-16,Annual,Expired,
S20452,A1349,O12568,Managed Training,4202.42,USD,2025-06-16,2027-06-16,Quarterly,Active,
S20453,A1349,O12568,API Access,14052.58,USD,2025-06-16,2026-06-16,Quarterly,Expired,
S20454,A1136,O11683,API Access,5138.0,USD,2025-06-17,2028-06-17,Annual,Active,
S20455,A1407,O11552,Managed Training,6692.0,BRL,2025-06-18,2028-06-18,Monthly,Active,
S20456,A1210,O12576,Advanced Analytics,9786.0,GBP,2025-06-18,2026-06-18,Annual,Expired,
S20457,A1293,O12457,Core Platform,46221.77,BRL,2025-06-18,2026-06-18,Annual,Expired,
S20458,A1293,O12457,API Access,88669.11,BRL,2025-06-18,2026-06-18,Monthly,Expired,
S20459,A1286,O10695,Advanced Analytics,278800.0,USD,2025-06-20,2026-06-20,Annual,Expired,
S20460,A1053,O11296,API Access,3851.07,USD,2025-06-21,2026-06-21,Annual,Expired,
S20461,A1053,O11296,Managed Training,3523.29,USD,2025-06-21,2026-06-21,Annual,Churned,
S20462,A1111,O10983,Advanced Analytics,355152.0,EUR,2025-06-21,2026-06-21,Monthly,Expired,
S20463,A1064,O12273,Advanced Analytics,20300.0,USD,2025-06-21,2026-06-21,Quarterly,Expired,
S20464,A1312,O10009,Core Platform,39732.0,EUR,2025-06-22,2026-06-22,Annual,Expired,
S20465,A1399,O11456,Core Platform,9315.28,USD,2025-06-22,2026-06-22,Annual,Expired,
S20466,A1399,O11456,Managed Training,11382.22,USD,2025-06-22,2026-06-22,Annual,Expired,
S20467,A1133,O11386,Managed Training,17515.95,BRL,2025-06-23,2026-06-23,Quarterly,Expired,
S20468,A1133,O11386,API Access,22048.88,BRL,2025-06-23,2026-06-23,Annual,Expired,
S20469,A1087,O11589,Managed Training,74170.59,USD,2025-06-25,2026-06-25,Annual,Churned,
S20470,A1087,O11589,Advanced Analytics,100162.02,USD,2025-06-25,2026-06-25,Annual,Expired,
S20471,A1157,O11934,Core Platform,2018.28,EUR,2025-06-25,2027-06-25,Annual,Active,
S20472,A1157,O11934,API Access,1926.92,EUR,2025-06-25,2026-06-25,Monthly,Expired,
S20473,A1385,O10574,Managed Training,6477.0,USD,2025-06-25,2026-06-25,Annual,Expired,
S20474,A1385,O10574,Advanced Analytics,6444.76,USD,2025-06-25,2026-06-25,Annual,Expired,
S20475,A1195,O12007,Managed Training,56078.3,USD,2025-06-30,2026-06-30,Annual,Expired,
S20476,A1195,O12007,API Access,64349.07,USD,2025-06-30,2026-06-30,Annual,Churned,
S20477,A1305,O12033,API Access,78500.0,USD,2025-07-01,2026-07-01,Quarterly,Amended,S99021
S20478,A1016,O10631,Advanced Analytics,65200.0,BRL,2025-07-01,2026-07-01,Annual,Active,
S20479,A1111,O11609,API Access,35068.27,EUR,2025-07-01,2026-07-01,Quarterly,Active,
S20480,A1111,O11609,Managed Training,76132.3,EUR,2025-07-01,2026-07-01,Annual,Active,
S20481,A1396,O10100,Advanced Analytics,16589.75,USD,2025-07-02,2026-07-02,Annual,Active,
S20482,A1396,O10100,API Access,6475.65,USD,2025-07-02,2027-07-02,Quarterly,Active,
S20483,A1093,O10442,Core Platform,3780.0,USD,2025-07-03,2026-07-03,Annual,Active,
S20484,A1125,O12224,API Access,15120.0,USD,2025-07-05,2026-07-05,Annual,Active,
S20485,A1366,O10884,API Access,21880.8,USD,2025-07-05,2027-07-05,Annual,Amended,S99031
S20486,A1366,O10884,Managed Training,53577.92,USD,2025-07-05,2026-07-05,Monthly,Active,
S20487,A1054,O10277,Core Platform,178200.0,SGD,2025-07-07,2027-07-07,Quarterly,Active,
S20488,A1393,O10317,Managed Training,90700.0,USD,2025-07-08,2026-07-08,Annual,Active,
S20489,A1005,O10505,Core Platform,16506.0,USD,2025-07-10,2026-07-10,Annual,Active,
S20490,A1323,O10901,Managed Training,63952.07,SGD,2025-07-11,2026-07-11,Annual,Active,
S20491,A1323,O10901,Advanced Analytics,64342.96,SGD,2025-07-11,2026-07-11,Annual,Active,
S20492,A1264,O11382,Managed Training,87124.46,EUR,2025-07-12,2026-07-12,Annual,Active,
S20493,A1264,O11382,Advanced Analytics,37438.38,EUR,2025-07-12,2028-07-12,Annual,Active,
S20494,A1407,O10184,API Access,44200.0,BRL,2025-07-13,2026-07-13,Monthly,Active,
S20495,A1201,O11458,Advanced Analytics,4873.98,EUR,2025-07-14,2026-07-14,Annual,Active,
S20496,A1201,O11458,Managed Training,3198.38,EUR,2025-07-14,2027-07-14,Annual,Active,
S20497,A1138,O10773,Core Platform,99602.65,USD,2025-07-16,2026-07-16,Quarterly,Active,
S20498,A1138,O10773,Advanced Analytics,50573.88,USD,2025-07-16,2026-07-16,Quarterly,Active,
S20499,A1168,O12066,Core Platform,21840.0,USD,2025-07-19,2026-07-19,Annual,Active,
S20500,A1190,O10043,Core Platform,171580.71,SGD,2025-07-19,2026-07-19,Annual,Active,
S20501,A1190,O10043,API Access,149467.62,SGD,2025-07-19,2026-07-19,Annual,Active,
S20502,A1145,O10728,Core Platform,10542.0,USD,2025-07-20,2026-07-20,Quarterly,Active,
S20503,A1419,O11857,Managed Training,18300.0,BRL,2025-07-21,2026-07-21,Quarterly,Active,
S20504,A1215,O10144,API Access,112252.74,USD,2025-07-21,2026-07-21,Annual,Active,
S20505,A1215,O10144,Advanced Analytics,103889.68,USD,2025-07-21,2026-07-21,Monthly,Active,
S20506,A1250,O11565,Managed Training,96834.57,USD,2025-07-23,2026-07-23,Quarterly,Active,
S20507,A1250,O11565,Advanced Analytics,96211.99,USD,2025-07-23,2026-07-23,Quarterly,Active,
S20508,A1272,O11268,API Access,8316.0,USD,2025-07-25,2026-07-25,Quarterly,Active,
S20509,A1055,O11068,API Access,41474.48,BRL,2025-07-28,2026-07-28,Quarterly,Active,
S20510,A1055,O11068,Core Platform,23023.59,BRL,2025-07-28,2028-07-28,Monthly,Active,
S20511,A1022,O10101,Advanced Analytics,3570.0,EUR,2025-07-28,2026-07-28,Annual,Active,
S20512,A1237,O12223,Core Platform,203900.0,SGD,2025-07-29,2026-07-29,Annual,Active,
S20513,A1125,O11832,Managed Training,73416.0,USD,2025-07-31,2026-07-31,Annual,Active,
S20514,A1171,O10784,Core Platform,21126.0,USD,2025-07-31,2026-07-31,Annual,Active,
S20515,A1016,O12484,Managed Training,18564.0,BRL,2025-07-31,2026-07-31,Quarterly,Active,
S20516,A1163,O10312,Advanced Analytics,28999.79,USD,2025-08-01,2026-08-01,Annual,Active,
S20517,A1163,O10312,Managed Training,23356.16,USD,2025-08-01,2026-08-01,Annual,Active,
S20518,A1225,O11201,API Access,10400.0,USD,2025-08-02,2026-08-02,Monthly,Amended,S99009
S20519,A1271,O10151,Managed Training,31994.75,USD,2025-08-06,2027-08-06,Annual,Active,
S20520,A1271,O10151,Core Platform,59752.6,USD,2025-08-06,2026-08-06,Quarterly,Active,
S20521,A1310,O12075,API Access,53424.0,USD,2025-08-07,2026-08-07,Annual,Active,
S20522,A1110,O10896,Core Platform,24666.25,EUR,2025-08-09,2026-08-09,Annual,Active,
S20523,A1110,O10896,API Access,10820.55,EUR,2025-08-09,2028-08-09,Annual,Active,
S20524,A1034,O11645,API Access,25941.08,USD,2025-08-10,2026-08-10,Quarterly,Active,
S20525,A1034,O11645,Core Platform,15517.94,USD,2025-08-10,2026-08-10,Annual,Active,
S20526,A1160,O12384,Managed Training,104566.67,USD,2025-08-12,2028-08-12,Annual,Active,
S20527,A1160,O11889,Core Platform,89500.0,USD,2025-08-12,2026-08-12,Quarterly,Active,
S20528,A1122,O12199,API Access,25000.0,USD,2025-08-15,2026-08-15,Annual,Active,
S20529,A1226,O11282,Core Platform,3989.28,BRL,2025-08-17,2028-08-17,Quarterly,Active,
S20530,A1226,O11282,Advanced Analytics,12142.96,BRL,2025-08-17,2026-08-17,Annual,Active,
S20531,A1076,O11377,API Access,135175.12,BRL,2025-08-19,2026-08-19,Quarterly,Active,
S20532,A1076,O11377,Advanced Analytics,75018.38,BRL,2025-08-19,2027-08-19,Quarterly,Active,
S20533,A1395,O10174,Core Platform,47245.65,EUR,2025-08-19,2028-08-19,Annual,Active,
S20534,A1395,O10174,Advanced Analytics,165612.99,EUR,2025-08-19,2026-08-19,Quarterly,Active,
S20535,A1410,O10948,API Access,15328.49,USD,2025-08-22,2026-08-22,Quarterly,Active,
S20536,A1410,O10948,Advanced Analytics,7766.03,USD,2025-08-22,2027-08-22,Quarterly,Active,
S20537,A1111,O11869,Core Platform,37464.0,EUR,2025-08-25,2026-08-25,Annual,Amended,S99032
S20538,A1021,O10469,Advanced Analytics,29149.12,BRL,2025-08-26,2026-08-26,Quarterly,Active,
S20539,A1021,O10469,Core Platform,22663.25,BRL,2025-08-26,2027-08-26,Annual,Active,
S20540,A1362,O11684,API Access,45150.0,USD,2025-09-02,2027-09-02,Annual,Active,
S20541,A1393,O12555,Advanced Analytics,17928.36,USD,2025-09-02,2026-09-02,Quarterly,Active,
S20542,A1393,O12555,Core Platform,23096.89,USD,2025-09-02,2026-09-02,Quarterly,Active,
S20543,A1145,O10282,Advanced Analytics,9162.89,USD,2025-09-02,2026-09-02,Monthly,Active,
S20544,A1145,O10282,Managed Training,17692.94,USD,2025-09-02,2026-09-02,Monthly,Active,
S20545,A1316,O11974,Core Platform,41000.0,USD,2025-09-04,2026-09-04,Annual,Active,
S20546,A1186,O10377,Managed Training,2856.0,USD,2025-09-08,2027-09-08,Annual,Active,
S20547,A1061,O11855,API Access,9941.64,USD,2025-09-08,2026-09-08,Annual,Active,
S20548,A1061,O11855,Core Platform,10323.9,USD,2025-09-08,2026-09-08,Annual,Active,
S20549,A1074,O12363,Advanced Analytics,20021.76,GBP,2025-09-09,2026-09-09,Annual,Active,
S20550,A1074,O12363,Core Platform,15678.98,GBP,2025-09-09,2026-09-09,Annual,Active,
S20551,A1212,O12181,API Access,19276.71,USD,2025-09-10,2026-09-10,Monthly,Active,
S20552,A1212,O12181,Advanced Analytics,10555.81,USD,2025-09-10,2026-09-10,Annual,Active,
S20553,A1093,O12003,Managed Training,7644.0,USD,2025-09-13,2026-09-13,Annual,Active,
S20554,A1007,O10739,Core Platform,3052.0,USD,2025-09-14,2028-09-14,Annual,Active,
S20555,A1037,O10608,API Access,111100.0,USD,2025-09-14,2026-09-14,Annual,Active,
S20556,A1333,O11047,Managed Training,7347.85,USD,2025-09-14,2026-09-14,Annual,Active,
S20557,A1333,O11047,Advanced Analytics,12130.3,USD,2025-09-14,2026-09-14,Quarterly,Active,
