account_id,account_name,domain,region,segment,industry,owner_user_id,created_at,is_deleted,parent_account_id,billing_currency
A1003,Cobalt Bancorp LLC,cobaltbancorp.example.com,EMEA,,Insurance,U222,2024-12-09 00:00:00,False,,USD
A1164,Lumen Securities GmbH,lumensecurities.example.com,APAC,Mid-Market,Fintech,U211,2024-09-18 00:00:00,False,,USD
A1187,Juniper Partners Inc,juniperpartners.example.com,APAC,Mid-Market,Gaming,U202,2023-10-17 00:00:00,False,,USD
A1361,Auriga Trust PLC,aurigatrust.example.com,LATAM,SMB,Insurance,U205,2026-03-16 00:00:00,False,,USD
A1296,Vertex Digital LLC,vertexdigital.example.com,AMER,,Gaming,U205,2026-04-24 00:00:00,False,,USD
A1268,Caldera Digital Pte Ltd,calderadigital.example.com,EMEA,SMB,Gaming,U210,2025-02-03 00:00:00,False,,GBP
A1304,Ardent Exchange GmbH,ardentexchange.example.com,EMEA,Mid-Market,Financial Services,U209,2022-12-29 00:00:00,False,,USD
A9013,Solstice Networks LLC,solsticenetworks.example.com,APAC,Enterprise,Financial Services,U206,2025-01-25 00:00:00,True,,USD
A1161,Sable Securities LLC,sablesecurities.example.com,AMER,Public Sector,Fintech,U217,2024-06-28 00:00:00,False,,GBP
A1396,Thorne Advisors Pte Ltd,thorneadvisors.example.com,,SMB,Gaming,U209,2024-11-15 00:00:00,False,,USD
A1366,Cobalt Networks LLC,cobaltnetworks.example.com,EMEA,Mid-Market,Insurance,U214,2024-04-12 00:00:00,False,,USD
A1176,Norsk Custody PLC,norskcustody.example.com,AMER,Public Sector,Crypto Native,U223,2026-02-27 00:00:00,False,A1093,BRL
A1153,Stanhope Labs Co,stanhopelabs.example.com,APAC,Mid-Market,Payments,U215,2026-04-29 00:00:00,False,,GBP
A1321,Umbra Capital GmbH,umbracapital.example.com,AMER,Enterprise,Payments,U213,2026-01-28 00:00:00,False,,USD
A1328,Vantage Partners Inc,vantagepartners.example.com,EMEA,SMB,Consulting,U221,2024-07-29 00:00:00,False,,USD
A1276,Inlet Capital GmbH,inletcapital.example.com,APAC,SMB,Crypto Native,U211,2024-10-31 00:00:00,False,,EUR
A1310,Dovetail Ventures Inc,dovetailventures.example.com,EMEA,Mid-Market,Crypto Native,U208,2024-05-26 00:00:00,False,,USD
A1112,Vertex Securities LLC,vertexsecurities.example.com,AMER,Mid-Market,Consulting,U208,2026-02-12 00:00:00,False,,USD
A1403,Halcyon Trust Inc,halcyontrust.example.com,APAC,Mid-Market,Crypto Native,U204,2022-10-16 00:00:00,False,,USD
A1245,Quarry Exchange LLC,quarryexchange.example.com,EMEA,SMB,Payments,U205,2022-08-15 00:00:00,False,,EUR
A1200,Juniper Custody Inc,junipercustody.example.com,AMER,SMB,Gaming,U220,2023-05-05 00:00:00,False,,GBP
A1141,Keystone Financial Pte Ltd,keystonefinancial.example.com,AMER,Mid-Market,Gaming,U215,2026-01-10 00:00:00,False,,BRL
A1180,Sable Ventures PLC,sableventures.example.com,AMER,Mid-Market,Fintech,U208,2023-07-22 00:00:00,False,,EUR
A1305,Norsk Payments LLC,norskpayments.example.com,AMER,Mid-Market,Insurance,U201,2026-01-04 00:00:00,False,,USD
A1020,Bluewater Labs PLC,bluewaterlabs.example.com,,Mid-Market,Payments,U210,2025-02-25 00:00:00,False,,SGD
A1282,Kestrel Holdings LLC,kestrelholdings.example.com,AMER,Enterprise,Consulting,U212,2024-02-05 00:00:00,False,,USD
A1339,Northwind Payments LLC,northwindpayments.example.com,AMER,SMB,Consulting,U201,2024-10-04 00:00:00,False,,GBP
A1362,Juniper Systems SA,junipersystems.example.com,AMER,Enterprise,Fintech,U208,2023-11-05 00:00:00,False,,USD
A1264,Lattice Labs Co,latticelabs.example.com,,Enterprise,Financial Services,U220,2022-10-01 00:00:00,False,A1092,EUR
A9505,Load Test Corp,northwind-example.com,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1095,Caldera Custody Ltd,calderacustody.example.com,AMER,SMB,Consulting,U203,2024-11-05 00:00:00,False,,USD
A1007,Umbra Networks Inc,umbranetworks.example.com,LATAM,,Consulting,U209,2024-04-21 00:00:00,False,,USD
A1244,Thorne Securities SA,thornesecurities.example.com,AMER,SMB,Insurance,U223,2023-08-29 00:00:00,False,,USD
A1156,Fairlane Networks PLC,fairlanenetworks.example.com,EMEA,Enterprise,Financial Services,U209,2024-03-27 00:00:00,False,,USD
A1041,Tessera Partners Inc,tesserapartners.example.com,APAC,SMB,Gaming,U222,2026-01-08 00:00:00,False,,USD
A1387,Halcyon Securities PLC,halcyonsecurities.example.com,EMEA,Mid-Market,Consulting,U216,2023-09-26 00:00:00,False,,USD
A1231,Meridian Networks Co,meridiannetworks.example.com,AMER,Enterprise,Fintech,U210,2024-03-26 00:00:00,False,,BRL
A1015,Vantage Payments Ltd,vantagepayments.example.com,APAC,SMB,Crypto Native,U205,2022-08-13 00:00:00,False,,USD
A1193,Granite Labs Ltd,granitelabs.example.com,EMEA,SMB,Crypto Native,U212,2026-05-17 00:00:00,False,,BRL
A1000,Keystone Securities Pte Ltd,keystonesecurities.example.com,LATAM,,Crypto Native,U206,2023-12-05 00:00:00,False,,USD
A1073,Tessera Securities SA,tesserasecurities.example.com,LATAM,Mid-Market,Government,U213,2023-05-27 00:00:00,False,,SGD
A1068,Pinnacle Payments Ltd,pinnaclepayments.example.com,LATAM,Mid-Market,Crypto Native,U200,2023-03-09 00:00:00,False,,USD
A1222,Pinnacle Holdings LLC,pinnacleholdings.example.com,APAC,Mid-Market,Fintech,U215,2024-06-19 00:00:00,False,,EUR
A9508,Demo Account EMEA,example.test,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1147,Westford Advisors LLC,westfordadvisors.example.com,AMER,SMB,Insurance,U223,2023-06-22 00:00:00,False,,EUR
A1218,Dovetail Custody PLC,dovetailcustody.example.com,EMEA,Enterprise,Gaming,U221,2025-09-13 00:00:00,False,,USD
A1071,Westford Systems Pte Ltd,westfordsystems.example.com,LATAM,Public Sector,Payments,U218,2022-07-19 00:00:00,False,,USD
A1181,Thorne Analytics SA,thorneanalytics.example.com,AMER,,Gaming,U203,2023-08-21 00:00:00,False,,USD
A1380,Beltway Networks Ltd,beltwaynetworks.example.com,LATAM,SMB,Insurance,U221,2026-04-02 00:00:00,False,A1040,GBP
A1357,Thorne Digital LLC,thornedigital.example.com,EMEA,Mid-Market,Financial Services,U220,2022-07-22 00:00:00,False,,GBP
A1381,Dovetail Partners LLC,dovetailpartners.example.com,APAC,SMB,Payments,U211,2024-08-12 00:00:00,False,,EUR
A1018,Dovetail Bancorp LLC,dovetailbancorp.example.com,AMER,Public Sector,Fintech,U206,2025-07-28 00:00:00,False,,EUR
A1050,Solstice Bancorp SA,solsticebancorp.example.com,AMER,Mid-Market,Government,U215,2022-11-07 00:00:00,False,,EUR
A1335,Quarry Financial Co,quarryfinancial.example.com,AMER,Enterprise,Government,U213,2023-03-31 00:00:00,False,,USD
A1012,Harrow Group Pte Ltd,harrowgroup.example.com,,SMB,Insurance,U212,2025-09-19 00:00:00,False,,USD
A1196,Pinnacle Group GmbH,pinnaclegroup.example.com,LATAM,Mid-Market,Financial Services,U211,2023-03-21 00:00:00,False,,GBP
A1255,Granite Capital PLC,granitecapital.example.com,APAC,Enterprise,Crypto Native,U207,2025-11-15 00:00:00,False,,USD
A1374,Gilder Advisors PLC,gilderadvisors.example.com,EMEA,Enterprise,Insurance,U222,2023-04-10 00:00:00,False,,SGD
A1089,Vertex Digital Co,vertexdigital.example.com,LATAM,SMB,Government,U209,2024-06-30 00:00:00,False,,BRL
A1086,Tessera Securities Co,tesserasecurities.example.com,EMEA,Mid-Market,Consulting,U217,2023-03-22 00:00:00,False,,USD
A1052,Norsk Advisors Co,norskadvisors.example.com,AMER,Mid-Market,Payments,U206,2022-09-02 00:00:00,False,,USD
A1383,Thorne Trust Ltd,thornetrust.example.com,AMER,Mid-Market,Consulting,U202,2022-11-01 00:00:00,False,,USD
A1080,Keystone Networks GmbH,keystonenetworks.example.com,APAC,Public Sector,Payments,U223,2024-12-15 00:00:00,False,,USD
A1214,Norsk Digital Pte Ltd,norskdigital.example.com,AMER,Mid-Market,Financial Services,U217,2023-04-23 00:00:00,False,,USD
A1108,Quarry Systems Pte Ltd,quarrysystems.example.com,AMER,SMB,Financial Services,U210,2026-04-01 00:00:00,False,,USD
A1002,Caldera Trust GmbH,calderatrust.example.com,APAC,SMB,Payments,U202,2025-01-18 00:00:00,False,,GBP
A1127,Palisade Partners PLC,palisadepartners.example.com,,Enterprise,Fintech,U212,2023-04-27 00:00:00,False,,EUR
A1278,Thorne Systems Pte Ltd,thornesystems.example.com,APAC,Mid-Market,Crypto Native,U217,2025-12-06 00:00:00,False,,SGD
A9500,ZZ Test Account,example.test,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1271,Zenith Trust SA,zenithtrust.example.com,APAC,Mid-Market,Crypto Native,U209,2023-03-06 00:00:00,False,,USD
A1301,Palisade Group LLC,palisadegroup.example.com,APAC,Enterprise,Fintech,U203,2024-08-22 00:00:00,False,,USD
A1117,Halcyon Financial GmbH,halcyonfinancial.example.com,AMER,SMB,Gaming,U214,2022-09-19 00:00:00,False,,USD
A1344,Norsk Capital Inc,norskcapital.example.com,LATAM,Mid-Market,Insurance,U200,2025-07-09 00:00:00,False,,USD
A1066,Halcyon Holdings Inc,halcyonholdings.example.com,AMER,Mid-Market,Gaming,U207,2026-05-24 00:00:00,False,,USD
A1275,Gilder Exchange Pte Ltd,gilderexchange.example.com,AMER,Mid-Market,Insurance,U205,2024-04-24 00:00:00,False,,USD
A1405,Beltway Group GmbH,beltwaygroup.example.com,AMER,Enterprise,Crypto Native,U205,2026-02-15 00:00:00,False,,USD
A1165,Norsk Payments GmbH,norskpayments.example.com,EMEA,Public Sector,Consulting,U209,2026-02-03 00:00:00,False,,USD
A1324,Gilder Bancorp Pte Ltd,gilderbancorp.example.com,AMER,Enterprise,Consulting,U213,2024-07-30 00:00:00,False,,BRL
A1342,Northwind Capital Ltd,northwindcapital.example.com,LATAM,Mid-Market,Financial Services,U219,2025-10-07 00:00:00,False,,BRL
A1142,Northwind Bancorp LLC,northwindbancorp.example.com,EMEA,Public Sector,Fintech,U220,2022-08-24 00:00:00,False,,USD
A1333,Ironclad Digital Co,ironcladdigital.example.com,EMEA,SMB,Gaming,U203,2024-02-08 00:00:00,False,,USD
A1315,Tessera Partners LLC,tesserapartners.example.com,,Enterprise,Government,U204,2024-11-28 00:00:00,False,,USD
A1132,Westford Financial LLC,westfordfinancial.example.com,LATAM,,Government,U206,2026-05-14 00:00:00,False,,BRL
A1312,Quarry Trust SA,quarrytrust.example.com,EMEA,Mid-Market,Payments,U204,2023-03-20 00:00:00,False,,EUR
A1083,Tessera Networks PLC,tesseranetworks.example.com,AMER,SMB,Consulting,U205,2026-02-13 00:00:00,False,,USD
A1013,Tessera Financial Inc,tesserafinancial.example.com,EMEA,Public Sector,Financial Services,U220,2025-01-13 00:00:00,False,,BRL
A9609,AURIGA SYSTEMS LLC,aurigasystems.example.com,AMER,Mid-Market,Payments,U205,2026-03-09 00:00:00,False,,BRL
A1011,Umbra Partners PLC,umbrapartners.example.com,AMER,Enterprise,Fintech,U220,2023-08-19 00:00:00,False,,EUR
A1334,Norsk Capital Ltd,norskcapital.example.com,AMER,SMB,Government,U210,2023-03-10 00:00:00,False,,BRL
A1042,Vertex Networks LLC,vertexnetworks.example.com,EMEA,Public Sector,Crypto Native,U213,2026-03-31 00:00:00,False,,USD
A1322,Orbit Labs Inc,orbitlabs.example.com,AMER,Mid-Market,Insurance,U214,2025-07-27 00:00:00,False,,USD
A1057,Zenith Capital LLC,zenithcapital.example.com,LATAM,Enterprise,Payments,U223,2025-06-03 00:00:00,False,,USD
A1225,Fairlane Ventures Pte Ltd,fairlaneventures.example.com,LATAM,SMB,Crypto Native,U203,2022-08-22 00:00:00,False,,USD
A1077,Meridian Custody SA,meridiancustody.example.com,AMER,Mid-Market,Consulting,U221,2024-12-25 00:00:00,False,,USD
A1047,Halcyon Holdings Co,halcyonholdings.example.com,APAC,SMB,Payments,U201,2024-11-19 00:00:00,False,,USD
A9607,Cobalt Digital GmbH ,cobaltdigital.example.com,LATAM,Mid-Market,Government,U202,2023-07-27 00:00:00,False,,USD
A1157,Umbra Payments LLC,umbrapayments.example.com,AMER,SMB,Payments,U203,2026-01-13 00:00:00,False,,EUR
A9601,Tessera Exchange LLC ,tesseraexchange.example.com,EMEA,Public Sector,Fintech,U214,2024-05-28 00:00:00,False,,EUR
A1085,Solstice Capital Pte Ltd,solsticecapital.example.com,EMEA,SMB,Financial Services,U223,2024-05-16 00:00:00,False,,USD
A1005,Auriga Systems Co,aurigasystems.example.com,AMER,Mid-Market,Payments,U205,2024-09-18 00:00:00,False,,USD
A1118,Redmond Trust SA,redmondtrust.example.com,EMEA,Public Sector,Government,U211,2022-11-26 00:00:00,False,,BRL
A1349,Norsk Securities Inc,norsksecurities.example.com,AMER,SMB,Consulting,U206,2023-09-08 00:00:00,False,,USD
A1023,Umbra Networks LLC,umbranetworks.example.com,EMEA,Public Sector,Consulting,U210,2024-10-29 00:00:00,False,,GBP
A1391,Auriga Labs PLC,aurigalabs.example.com,EMEA,Public Sector,Financial Services,U205,2023-10-27 00:00:00,False,A1055,SGD
A1144,Auriga Exchange Inc,aurigaexchange.example.com,AMER,SMB,Gaming,U212,2022-11-25 00:00:00,False,,USD
A1253,Ironclad Securities PLC,ironcladsecurities.example.com,AMER,Mid-Market,Insurance,U216,2023-04-05 00:00:00,False,,BRL
A9602,"Norsk Securities, Inc. ",norsksecurities.example.com,AMER,SMB,Consulting,U206,2023-09-08 00:00:00,False,,USD
A1228,Marrow Ventures PLC,marrowventures.example.com,AMER,,Crypto Native,U218,2025-05-30 00:00:00,False,,USD
A1019,Keystone Ventures Ltd,keystoneventures.example.com,EMEA,SMB,Insurance,U217,2024-08-07 00:00:00,False,,USD
A1065,Quarry Payments Inc,quarrypayments.example.com,AMER,Mid-Market,Payments,U210,2026-04-19 00:00:00,False,,EUR
A1067,Quarry Custody SA,quarrycustody.example.com,LATAM,SMB,Crypto Native,U220,2026-04-26 00:00:00,False,,USD
A1364,Lumen Group Pte Ltd,lumengroup.example.com,AMER,Mid-Market,Fintech,U202,2025-05-07 00:00:00,False,,EUR
A1250,Ironclad Securities Pte Ltd,ironcladsecurities.example.com,EMEA,Mid-Market,Government,U204,2025-04-27 00:00:00,False,,USD
A1030,Cobalt Digital GmbH,cobaltdigital.example.com,LATAM,Mid-Market,Government,U202,2023-07-27 00:00:00,False,,USD
A9606,MARROW VENTURES PLC,marrowventures.example.com,AMER,Mid-Market,Crypto Native,U218,2025-05-30 00:00:00,False,,USD
A1191,Juniper Networks Ltd,junipernetworks.example.com,AMER,Mid-Market,Gaming,U220,2022-08-04 00:00:00,False,,EUR
A9610,Tessera Partners LLC ,tesserapartners.example.com,AMER,Enterprise,Government,U204,2024-11-28 00:00:00,False,,USD
A1377,Northwind Digital Ltd,northwinddigital.example.com,LATAM,Mid-Market,Crypto Native,U210,2023-08-10 00:00:00,False,,USD
A1211,Norsk Financial LLC,norskfinancial.example.com,EMEA,SMB,Gaming,U207,2025-10-16 00:00:00,False,,BRL
A9005,Ardent Holdings Pte Ltd,ardentholdings.example.com,APAC,Public Sector,Fintech,U206,2025-11-12 00:00:00,True,,USD
A1128,Quarry Labs GmbH,quarrylabs.example.com,EMEA,Enterprise,Fintech,U208,2026-02-03 00:00:00,False,,USD
A1236,Marrow Custody GmbH,marrowcustody.example.com,APAC,SMB,Fintech,U211,2024-12-24 00:00:00,False,,USD
A1341,Bluewater Networks LLC,bluewaternetworks.example.com,LATAM,SMB,Fintech,U201,2022-11-23 00:00:00,False,,USD
A1166,Kestrel Bancorp Inc,kestrelbancorp.example.com,AMER,Public Sector,Consulting,U215,2024-09-18 00:00:00,False,,GBP
A9001,Dovetail Advisors Pte Ltd,dovetailadvisors.example.com,LATAM,Mid-Market,Insurance,U214,2026-02-13 00:00:00,True,,BRL
A1313,Vertex Custody PLC,vertexcustody.example.com,EMEA,Mid-Market,Financial Services,U202,2023-04-06 00:00:00,False,,USD
A1259,Dovetail Trust SA,dovetailtrust.example.com,AMER,Public Sector,Payments,U200,2022-09-02 00:00:00,False,,USD
A1300,Beltway Holdings Co,beltwayholdings.example.com,EMEA,Public Sector,Consulting,U220,2022-11-13 00:00:00,False,,USD
A1294,Sable Payments SA,sablepayments.example.com,AMER,,Payments,U208,2024-12-14 00:00:00,False,,EUR
A1287,Tessera Financial LLC,tesserafinancial.example.com,APAC,SMB,Payments,U201,2026-05-02 00:00:00,False,,USD
A1392,Kestrel Group Pte Ltd,kestrelgroup.example.com,AMER,SMB,Gaming,U203,2022-10-16 00:00:00,False,,EUR
A1260,Auriga Bancorp SA,aurigabancorp.example.com,AMER,Mid-Market,Consulting,U220,2023-05-04 00:00:00,False,,USD
A1125,Sable Group SA,sablegroup.example.com,APAC,Mid-Market,Consulting,U213,2025-12-26 00:00:00,False,,USD
A1295,Norsk Ventures LLC,norskventures.example.com,,SMB,Insurance,U216,2023-10-22 00:00:00,False,,USD
A1123,Orbit Trust Inc,orbittrust.example.com,AMER,Mid-Market,Consulting,U218,2025-10-05 00:00:00,False,,GBP
A9002,Vertex Capital Ltd,vertexcapital.example.com,AMER,Mid-Market,Government,U220,2024-04-15 00:00:00,True,,USD
A1246,Redmond Partners GmbH,redmondpartners.example.com,LATAM,Mid-Market,Crypto Native,U200,2023-04-23 00:00:00,False,,EUR
A1290,Cobalt Capital LLC,cobaltcapital.example.com,APAC,Mid-Market,Gaming,U221,2022-10-13 00:00:00,False,,USD
A1414,Redmond Systems SA,redmondsystems.example.com,AMER,Mid-Market,Government,U208,2024-04-18 00:00:00,False,,USD
A1243,Lumen Capital GmbH,lumencapital.example.com,AMER,Public Sector,Crypto Native,U206,2023-11-21 00:00:00,False,,USD
A9506,Northwind Labs (internal),example.test,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1027,Eastgate Financial SA,eastgatefinancial.example.com,APAC,,Crypto Native,U200,2025-06-13 00:00:00,False,,USD
A1078,Fairlane Custody GmbH,fairlanecustody.example.com,LATAM,Mid-Market,Fintech,U212,2024-12-21 00:00:00,False,,USD
A1111,Inlet Securities GmbH,inletsecurities.example.com,AMER,Enterprise,Crypto Native,U217,2025-01-10 00:00:00,False,,EUR
A9501,Northwind QA Sandbox,northwind-example.com,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1148,Norsk Trust Co,norsktrust.example.com,,SMB,Gaming,U210,2023-04-22 00:00:00,False,,USD
A1189,Orbit Trust LLC,orbittrust.example.com,EMEA,Mid-Market,Fintech,U210,2023-03-24 00:00:00,False,,USD
A1395,Westford Networks Co,westfordnetworks.example.com,AMER,Enterprise,Gaming,U207,2025-07-31 00:00:00,False,,EUR
A1150,Stanhope Capital GmbH,stanhopecapital.example.com,EMEA,Enterprise,Gaming,U206,2025-05-09 00:00:00,False,,EUR
A1060,Orbit Advisors PLC,orbitadvisors.example.com,LATAM,Mid-Market,Financial Services,U203,2023-10-12 00:00:00,False,,USD
A1261,Westford Payments PLC,westfordpayments.example.com,EMEA,Mid-Market,Payments,U214,2024-09-11 00:00:00,False,,USD
A1158,Auriga Labs Ltd,aurigalabs.example.com,AMER,SMB,Consulting,U213,2023-07-18 00:00:00,False,,USD
A1219,Stanhope Partners PLC,stanhopepartners.example.com,APAC,Mid-Market,Gaming,U214,2026-03-19 00:00:00,False,,USD
A1373,Auriga Ventures Pte Ltd,aurigaventures.example.com,EMEA,SMB,Financial Services,U223,2024-01-23 00:00:00,False,,SGD
A1331,Sable Capital Co,sablecapital.example.com,AMER,SMB,Government,U212,2023-06-11 00:00:00,False,,BRL
A1001,Fairlane Exchange SA,fairlaneexchange.example.com,AMER,Mid-Market,Gaming,U220,2024-10-02 00:00:00,False,,USD
A1350,Zenith Systems SA,zenithsystems.example.com,AMER,,Crypto Native,U201,2025-10-26 00:00:00,False,,USD
A1346,Riverbend Exchange LLC,riverbendexchange.example.com,EMEA,Mid-Market,Consulting,U220,2025-11-08 00:00:00,False,,USD
A9608,Sable Ventures Co ,sableventures.example.com,AMER,Mid-Market,Financial Services,U208,2024-12-07 00:00:00,False,,USD
A1178,Granite Exchange Co,graniteexchange.example.com,EMEA,Mid-Market,Gaming,U203,2023-06-07 00:00:00,False,,USD
A1363,Riverbend Bancorp LLC,riverbendbancorp.example.com,LATAM,Mid-Market,Fintech,U223,2022-11-17 00:00:00,False,,EUR
A1298,Inlet Systems GmbH,inletsystems.example.com,LATAM,Enterprise,Gaming,U219,2025-06-26 00:00:00,False,,BRL
A1413,Vertex Capital PLC,vertexcapital.example.com,AMER,SMB,Insurance,U210,2023-04-10 00:00:00,False,,USD
A1385,Umbra Advisors Ltd,umbraadvisors.example.com,APAC,SMB,Crypto Native,U211,2026-05-18 00:00:00,False,,USD
A1197,Sable Group Pte Ltd,sablegroup.example.com,EMEA,Public Sector,Financial Services,U215,2025-03-05 00:00:00,False,,USD
A1009,Harrow Advisors SA,harrowadvisors.example.com,AMER,Enterprise,Insurance,U213,2023-09-15 00:00:00,False,,USD
A1093,Thorne Bancorp LLC,thornebancorp.example.com,AMER,SMB,Financial Services,U216,2024-04-01 00:00:00,False,,USD
A1133,Sable Labs Inc,sablelabs.example.com,LATAM,Mid-Market,Financial Services,U217,2023-04-26 00:00:00,False,,BRL
A1029,Quarry Networks LLC,quarrynetworks.example.com,APAC,Enterprise,Payments,U222,2023-07-17 00:00:00,False,,GBP
A1168,Keystone Labs PLC,keystonelabs.example.com,AMER,Mid-Market,Fintech,U200,2023-01-21 00:00:00,False,,USD
A1307,Zenith Custody GmbH,zenithcustody.example.com,LATAM,Enterprise,Payments,U207,2024-05-25 00:00:00,False,,USD
A1051,Bluewater Systems Ltd,bluewatersystems.example.com,LATAM,Mid-Market,Financial Services,U202,2025-11-14 00:00:00,False,,USD
A1120,Stanhope Securities Pte Ltd,stanhopesecurities.example.com,AMER,SMB,Insurance,U202,2025-03-05 00:00:00,False,,USD
A1402,Gilder Networks LLC,gildernetworks.example.com,AMER,SMB,Fintech,U213,2025-12-01 00:00:00,False,,USD
A1154,Norsk Holdings Inc,norskholdings.example.com,APAC,Mid-Market,Crypto Native,U223,2024-02-09 00:00:00,False,,GBP
A1026,Gilder Ventures LLC,gilderventures.example.com,EMEA,SMB,Government,U208,2024-12-30 00:00:00,False,,USD
A1249,Vantage Trust PLC,vantagetrust.example.com,AMER,Mid-Market,Payments,U204,2024-03-29 00:00:00,False,,BRL
A9010,Lattice Digital Ltd,latticedigital.example.com,EMEA,Mid-Market,Gaming,U221,2024-06-16 00:00:00,True,,USD
A1163,Marrow Group LLC,marrowgroup.example.com,EMEA,Enterprise,Government,U206,2023-02-08 00:00:00,False,,USD
A1360,Tessera Bancorp Ltd,tesserabancorp.example.com,AMER,,Payments,U209,2022-08-16 00:00:00,False,,USD
A1115,Harrow Payments PLC,harrowpayments.example.com,APAC,Mid-Market,Consulting,U214,2025-01-09 00:00:00,False,,USD
A1368,Lumen Labs SA,lumenlabs.example.com,AMER,Enterprise,Government,U201,2026-02-02 00:00:00,False,,USD
A1400,Stanhope Networks Ltd,stanhopenetworks.example.com,AMER,,Payments,U201,2026-03-05 00:00:00,False,,USD
A1267,Ironclad Digital GmbH,ironcladdigital.example.com,AMER,Mid-Market,Crypto Native,U218,2023-09-01 00:00:00,False,,USD
A1205,Riverbend Custody Pte Ltd,riverbendcustody.example.com,AMER,Mid-Market,Fintech,U212,2025-05-28 00:00:00,False,,USD
A9507,trial-sandbox-01,northwind-example.com,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1217,Stanhope Digital PLC,stanhopedigital.example.com,LATAM,SMB,Payments,U215,2026-03-17 00:00:00,False,,USD
A9504,Acme Test,example.test,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1119,Eastgate Ventures SA,eastgateventures.example.com,AMER,Enterprise,Crypto Native,U207,2025-12-13 00:00:00,False,,USD
A1280,Lumen Advisors PLC,lumenadvisors.example.com,EMEA,Enterprise,Government,U201,2024-07-28 00:00:00,False,A1085,SGD
A1140,Dovetail Exchange GmbH,dovetailexchange.example.com,EMEA,Mid-Market,Crypto Native,U202,2023-06-22 00:00:00,False,,BRL
A1076,Westford Labs GmbH,westfordlabs.example.com,LATAM,Enterprise,Gaming,U221,2023-02-02 00:00:00,False,,BRL
A1185,Beltway Ventures SA,beltwayventures.example.com,APAC,SMB,Insurance,U210,2022-12-12 00:00:00,False,,USD
A1169,Norsk Systems Ltd,norsksystems.example.com,LATAM,Enterprise,Insurance,U208,2023-06-13 00:00:00,False,,USD
A1097,Redmond Networks PLC,redmondnetworks.example.com,AMER,SMB,Consulting,U223,2023-03-04 00:00:00,False,,USD
A1257,Riverbend Advisors GmbH,riverbendadvisors.example.com,EMEA,Enterprise,Government,U213,2025-02-18 00:00:00,False,,BRL
A1177,Westford Partners GmbH,westfordpartners.example.com,EMEA,Public Sector,Financial Services,U222,2023-11-15 00:00:00,False,,GBP
A1058,Eastgate Analytics GmbH,eastgateanalytics.example.com,EMEA,SMB,Crypto Native,U207,2023-04-28 00:00:00,False,,USD
A1116,Eastgate Securities PLC,eastgatesecurities.example.com,APAC,Mid-Market,Gaming,U207,2023-05-10 00:00:00,False,,EUR
A1418,Redmond Custody GmbH,redmondcustody.example.com,APAC,Mid-Market,Gaming,U209,2022-12-25 00:00:00,False,,SGD
A1308,Caldera Partners Ltd,calderapartners.example.com,AMER,Mid-Market,Financial Services,U215,2024-11-14 00:00:00,False,,BRL
A1155,Keystone Digital PLC,keystonedigital.example.com,EMEA,Enterprise,Consulting,U223,2024-07-05 00:00:00,False,,BRL
A1106,Quarry Labs Co,quarrylabs.example.com,LATAM,SMB,Consulting,U210,2023-07-28 00:00:00,False,,GBP
A1159,Lattice Analytics Co,latticeanalytics.example.com,EMEA,,Payments,U200,2025-09-02 00:00:00,False,,USD
A1376,Tessera Systems Inc,tesserasystems.example.com,AMER,Mid-Market,Consulting,U216,2022-10-06 00:00:00,False,,EUR
A1367,Cobalt Payments Ltd,cobaltpayments.example.com,APAC,Enterprise,Fintech,U223,2024-04-04 00:00:00,False,,USD
A1103,Granite Financial Ltd,granitefinancial.example.com,LATAM,Mid-Market,Government,U221,2024-09-06 00:00:00,False,,GBP
A1152,Ardent Securities Inc,ardentsecurities.example.com,EMEA,SMB,Consulting,U217,2023-03-21 00:00:00,False,,USD
A9502,DO NOT USE - Demo Co,example.test,AMER,SMB,Consulting,U200,2024-05-02 10:00:00,False,,USD
A1355,Marrow Capital SA,marrowcapital.example.com,AMER,SMB,Fintech,U202,2023-10-27 00:00:00,False,,USD
A1099,Ardent Digital Ltd,ardentdigital.example.com,AMER,Public Sector,Government,U204,2024-06-20 00:00:00,False,,EUR
A1182,Marrow Group Co,marrowgroup.example.com,APAC,Public Sector,Gaming,U203,2023-10-19 00:00:00,False,,USD
A1203,Harrow Partners Co,harrowpartners.example.com,AMER,Mid-Market,Fintech,U207,2022-09-12 00:00:00,False,,USD
A1172,Marrow Networks Pte Ltd,marrownetworks.example.com,,Mid-Market,Gaming,U221,2024-09-10 00:00:00,False,,SGD
A1122,Norsk Labs GmbH,norsklabs.example.com,EMEA,SMB,Financial Services,U206,2026-05-30 00:00:00,False,,USD
A1212,Harrow Analytics LLC,harrowanalytics.example.com,AMER,Mid-Market,Payments,U200,2023-04-12 00:00:00,False,,USD
A1369,Stanhope Labs SA,stanhopelabs.example.com,APAC,Mid-Market,Financial Services,U216,2023-05-08 00:00:00,False,,GBP
